Frame,Time (s),FPS,Collisions,Active Objects,Collider Type
1,0,0,0,1,Sphere
2,0,1445,2,6,Sphere
3,0,1446,2,11,Sphere
4,0,1921,2,16,Sphere
5,1,1695,2,21,Sphere
6,1,1650,4,26,Sphere
7,1,1430,6,31,Sphere
8,1,1794,6,36,Sphere
9,1,1890,8,41,Sphere
10,1,1586,12,46,Sphere
11,1,1488,12,51,Sphere
12,1,1409,18,56,Sphere
13,1,1674,26,61,Sphere
14,1,1391,28,66,Sphere
15,2,1338,32,71,Sphere
16,2,803,42,76,Sphere
17,2,878,52,81,Sphere
18,2,734,54,86,Sphere
19,2,747,58,91,Sphere
20,2,1046,64,96,Sphere
21,2,1335,68,101,Sphere
22,2,1024,79,106,Sphere
23,2,1290,85,111,Sphere
24,2,994,102,116,Sphere
25,3,989,119,121,Sphere
26,3,1025,139,126,Sphere
27,3,1055,159,131,Sphere
28,3,1383,198,136,Sphere
29,3,1158,226,141,Sphere
30,3,1207,266,146,Sphere
31,3,1317,301,151,Sphere
32,3,1265,359,156,Sphere
33,3,1425,416,161,Sphere
34,3,1418,460,166,Sphere
35,3,1335,523,171,Sphere
36,4,1344,587,176,Sphere
37,4,1271,661,181,Sphere
38,4,1279,777,186,Sphere
39,4,1501,856,191,Sphere
40,4,1547,951,196,Sphere
41,4,1337,1046,201,Sphere
42,4,1221,1136,206,Sphere
43,4,1437,1243,211,Sphere
44,4,1205,1338,216,Sphere
45,4,1281,1440,221,Sphere
46,5,1284,1575,226,Sphere
47,5,1203,1669,231,Sphere
48,5,885,1742,236,Sphere
49,5,833,1816,241,Sphere
50,5,925,1901,246,Sphere
51,5,910,1989,251,Sphere
52,5,961,2094,256,Sphere
53,5,930,2225,261,Sphere
54,5,1015,2347,266,Sphere
55,5,1217,2467,271,Sphere
56,6,1263,2600,276,Sphere
57,6,1090,2716,281,Sphere
58,6,1057,2820,286,Sphere
59,6,1128,2942,291,Sphere
60,6,1041,3097,296,Sphere
61,6,1260,3216,301,Sphere
62,6,1188,3326,306,Sphere
63,6,1081,3479,311,Sphere
64,6,1115,3605,316,Sphere
65,6,1093,3773,321,Sphere
66,7,1050,3932,326,Sphere
67,7,1073,4099,331,Sphere
68,7,1047,4230,336,Sphere
69,7,1162,4414,341,Sphere
70,7,1170,4586,346,Sphere
71,7,1202,4777,351,Sphere
72,7,1094,4972,356,Sphere
73,7,1182,5145,361,Sphere
74,7,1087,5309,366,Sphere
75,7,1154,5500,371,Sphere
76,8,972,5679,376,Sphere
77,8,1262,5900,381,Sphere
78,8,1039,6106,386,Sphere
79,8,1152,6339,391,Sphere
80,8,1203,6544,396,Sphere
81,8,694,6762,401,Sphere
82,8,1127,6975,406,Sphere
83,8,712,7216,411,Sphere
84,8,885,7451,416,Sphere
85,8,861,7702,421,Sphere
86,9,997,7926,426,Sphere
87,9,665,8139,431,Sphere
88,9,831,8368,436,Sphere
89,9,1053,8612,441,Sphere
90,9,829,8867,446,Sphere
91,9,822,9156,451,Sphere
92,9,864,9391,456,Sphere
93,9,863,9620,461,Sphere
94,9,823,9852,466,Sphere
95,10,1000,10089,471,Sphere
96,10,955,10332,476,Sphere
97,10,1010,10593,481,Sphere
98,10,942,10880,486,Sphere
99,10,916,11114,491,Sphere
100,10,947,11385,496,Sphere
101,10,1007,11699,501,Sphere
102,10,977,11970,506,Sphere
103,10,1065,12231,511,Sphere
104,10,975,12558,516,Sphere
105,11,974,12836,521,Sphere
106,11,1038,13117,526,Sphere
107,11,1012,13417,531,Sphere
108,11,1000,13695,536,Sphere
109,11,872,13992,541,Sphere
110,11,973,14287,546,Sphere
111,11,912,14577,551,Sphere
112,11,1015,14867,556,Sphere
113,11,952,15150,561,Sphere
114,11,687,15413,566,Sphere
115,12,862,15642,571,Sphere
116,12,633,15909,576,Sphere
117,12,628,16151,581,Sphere
118,12,789,16412,586,Sphere
119,12,799,16717,591,Sphere
120,12,1032,17063,596,Sphere
121,12,816,17415,601,Sphere
122,12,860,17704,606,Sphere
123,12,752,18005,611,Sphere
124,12,812,18289,616,Sphere
125,13,833,18559,621,Sphere
126,13,829,18851,626,Sphere
127,13,808,19189,631,Sphere
128,13,772,19543,636,Sphere
129,13,711,19833,641,Sphere
130,13,758,20166,646,Sphere
131,13,796,20479,651,Sphere
132,13,793,20773,656,Sphere
133,13,817,21090,661,Sphere
134,13,763,21470,666,Sphere
135,14,718,21810,671,Sphere
136,14,857,22167,676,Sphere
137,14,755,22532,681,Sphere
138,14,767,22888,686,Sphere
139,14,814,23369,691,Sphere
140,14,801,23801,696,Sphere
141,14,833,24175,701,Sphere
142,14,689,24516,706,Sphere
143,14,763,24915,711,Sphere
144,14,857,25263,716,Sphere
145,15,578,25656,721,Sphere
146,15,594,26030,726,Sphere
147,15,566,26419,731,Sphere
148,15,562,26798,736,Sphere
149,15,580,27142,741,Sphere
150,15,577,27527,746,Sphere
151,15,606,27946,751,Sphere
152,15,621,28349,756,Sphere
153,15,576,28764,761,Sphere
154,15,813,29199,766,Sphere
155,16,781,29606,771,Sphere
156,16,684,29984,776,Sphere
157,16,659,30421,781,Sphere
158,16,719,30821,786,Sphere
159,16,690,31233,791,Sphere
160,16,674,31641,796,Sphere
161,16,711,32030,801,Sphere
162,16,628,32477,806,Sphere
163,16,722,32892,811,Sphere
164,16,743,33294,816,Sphere
165,17,670,33775,821,Sphere
166,17,660,34243,826,Sphere
167,17,674,34675,831,Sphere
168,17,710,35073,836,Sphere
169,17,654,35563,841,Sphere
170,17,774,36083,846,Sphere
171,17,697,36532,851,Sphere
172,17,750,36965,856,Sphere
173,17,674,37470,861,Sphere
174,17,771,37915,866,Sphere
175,18,717,38373,871,Sphere
176,18,711,38845,876,Sphere
177,18,631,39253,881,Sphere
178,18,669,39681,886,Sphere
179,18,676,40086,891,Sphere
180,18,625,40565,896,Sphere
181,18,535,40997,901,Sphere
182,18,521,41461,906,Sphere
183,18,616,41994,911,Sphere
184,18,584,42538,916,Sphere
185,19,575,42986,921,Sphere
186,19,662,43421,926,Sphere
187,19,715,43913,931,Sphere
188,19,643,44425,936,Sphere
189,19,683,44905,941,Sphere
190,19,626,45332,946,Sphere
191,19,671,45787,951,Sphere
192,19,606,46301,956,Sphere
193,19,610,46866,961,Sphere
194,19,542,47472,966,Sphere
195,20,672,48003,971,Sphere
196,20,658,48485,976,Sphere
197,20,605,48973,981,Sphere
198,20,609,49499,986,Sphere
199,20,637,50011,991,Sphere
200,20,631,50506,996,Sphere
201,20,621,51106,1001,Sphere
202,20,612,51641,1006,Sphere
203,20,585,52185,1011,Sphere
204,20,597,52746,1016,Sphere
205,21,642,53315,1021,Sphere
206,21,525,53874,1026,Sphere
207,21,547,54377,1031,Sphere
208,21,608,54887,1036,Sphere
209,21,614,55480,1041,Sphere
210,21,561,56150,1046,Sphere
211,21,509,56737,1051,Sphere
212,21,557,57328,1056,Sphere
