Frame,Time (s),FPS,Collisions,Active Objects,Collider Type
1,0,0,0,1,Sphere
2,0,1689,2,6,Sphere
3,0,1547,2,11,Sphere
4,0,1439,2,16,Sphere
5,1,1553,2,21,Sphere
6,1,1253,4,26,Sphere
7,1,1931,6,31,Sphere
8,1,1825,6,36,Sphere
9,1,1809,8,41,Sphere
10,1,1355,12,46,Sphere
11,1,1267,12,51,Sphere
12,1,1224,18,56,Sphere
13,1,1012,26,61,Sphere
14,1,739,28,66,Sphere
15,2,1055,32,71,Sphere
16,2,847,42,76,Sphere
17,2,931,52,81,Sphere
18,2,902,54,86,Sphere
19,2,1073,58,91,Sphere
20,2,1246,64,96,Sphere
21,2,953,68,101,Sphere
22,2,931,79,106,Sphere
23,2,965,85,111,Sphere
24,2,968,102,116,Sphere
25,3,880,119,121,Sphere
26,3,1259,139,126,Sphere
27,3,1187,158,131,Sphere
28,3,921,195,136,Sphere
29,3,923,225,141,Sphere
30,3,1107,267,146,Sphere
31,3,1133,301,151,Sphere
32,3,1001,362,156,Sphere
33,3,1166,412,161,Sphere
34,3,1263,470,166,Sphere
35,3,1211,521,171,Sphere
36,4,1037,593,176,Sphere
37,4,1182,672,181,Sphere
38,4,1276,784,186,Sphere
39,4,1089,857,191,Sphere
40,4,1034,940,196,Sphere
41,4,1143,1033,201,Sphere
42,4,1062,1146,206,Sphere
43,4,1220,1251,211,Sphere
44,4,984,1353,216,Sphere
45,4,1049,1437,221,Sphere
46,5,812,1537,226,Sphere
47,5,843,1614,231,Sphere
48,5,856,1726,236,Sphere
49,5,766,1837,241,Sphere
50,5,856,1910,246,Sphere
51,5,813,1980,251,Sphere
52,5,936,2061,256,Sphere
53,5,1026,2211,261,Sphere
54,5,959,2305,266,Sphere
55,5,809,2453,271,Sphere
56,6,802,2571,276,Sphere
57,6,789,2715,281,Sphere
58,6,768,2844,286,Sphere
59,6,820,2995,291,Sphere
60,6,831,3122,296,Sphere
61,6,932,3262,301,Sphere
62,6,696,3375,306,Sphere
63,6,784,3496,311,Sphere
64,6,705,3646,316,Sphere
65,6,881,3817,321,Sphere
66,7,833,3989,326,Sphere
67,7,915,4130,331,Sphere
68,7,856,4288,336,Sphere
69,7,844,4447,341,Sphere
70,7,791,4614,346,Sphere
71,7,815,4791,351,Sphere
72,7,793,4966,356,Sphere
73,7,742,5174,361,Sphere
74,7,763,5347,366,Sphere
75,7,768,5504,371,Sphere
76,8,589,5703,376,Sphere
77,8,554,5885,381,Sphere
78,8,564,6030,386,Sphere
79,8,664,6190,391,Sphere
80,8,688,6388,396,Sphere
81,8,626,6594,401,Sphere
82,8,610,6778,406,Sphere
83,8,633,6982,411,Sphere
84,8,627,7196,416,Sphere
85,8,643,7451,421,Sphere
86,9,683,7683,426,Sphere
87,9,742,7863,431,Sphere
88,9,686,8047,436,Sphere
89,9,717,8271,441,Sphere
90,9,686,8497,446,Sphere
91,9,693,8726,451,Sphere
92,9,713,8968,456,Sphere
93,9,694,9194,461,Sphere
94,9,634,9477,466,Sphere
95,10,665,9755,471,Sphere
96,10,650,10020,476,Sphere
97,10,701,10284,481,Sphere
98,10,678,10531,486,Sphere
99,10,620,10736,491,Sphere
100,10,636,11021,496,Sphere
101,10,604,11273,501,Sphere
102,10,636,11514,506,Sphere
103,10,649,11761,511,Sphere
104,10,598,12030,516,Sphere
105,11,614,12272,521,Sphere
106,11,601,12568,526,Sphere
107,11,592,12846,531,Sphere
108,11,615,13152,536,Sphere
109,11,588,13410,541,Sphere
110,11,621,13682,546,Sphere
111,11,569,13990,551,Sphere
112,11,538,14278,556,Sphere
113,11,575,14559,561,Sphere
114,11,494,14804,566,Sphere
115,12,592,15107,571,Sphere
116,12,563,15358,576,Sphere
117,12,558,15662,581,Sphere
118,12,534,15966,586,Sphere
119,12,561,16308,591,Sphere
120,12,574,16644,596,Sphere
121,12,566,16993,601,Sphere
122,12,564,17328,606,Sphere
123,12,579,17683,611,Sphere
124,12,537,17995,616,Sphere
125,13,516,18319,621,Sphere
126,13,464,18677,626,Sphere
127,13,541,19027,631,Sphere
128,13,513,19374,636,Sphere
129,13,505,19700,641,Sphere
130,13,522,20051,646,Sphere
131,13,513,20393,651,Sphere
132,13,510,20695,656,Sphere
133,13,512,21040,661,Sphere
134,13,497,21386,666,Sphere
135,14,511,21711,671,Sphere
136,14,497,22042,676,Sphere
137,14,528,22420,681,Sphere
138,14,492,22757,686,Sphere
139,14,473,23198,691,Sphere
140,14,490,23602,696,Sphere
141,14,450,23971,701,Sphere
142,14,457,24349,706,Sphere
143,14,476,24698,711,Sphere
144,14,437,25087,716,Sphere
145,15,507,25423,721,Sphere
146,15,509,25813,726,Sphere
147,15,496,26191,731,Sphere
148,15,477,26559,736,Sphere
149,15,432,26906,741,Sphere
150,15,490,27339,746,Sphere
151,15,475,27678,751,Sphere
152,15,500,28067,756,Sphere
153,15,453,28453,761,Sphere
154,15,533,28841,766,Sphere
155,16,467,29298,771,Sphere
156,16,435,29647,776,Sphere
157,16,455,30080,781,Sphere
158,16,463,30485,786,Sphere
159,16,478,30896,791,Sphere
160,16,471,31288,796,Sphere
161,16,401,31699,801,Sphere
162,16,413,32117,806,Sphere
163,16,420,32539,811,Sphere
164,16,446,33020,816,Sphere
165,17,440,33502,821,Sphere
166,17,431,34023,826,Sphere
167,17,435,34497,831,Sphere
168,17,384,34953,836,Sphere
169,17,435,35371,841,Sphere
170,17,416,35808,846,Sphere
171,17,396,36234,851,Sphere
172,17,422,36685,856,Sphere
173,17,378,37113,861,Sphere
174,17,407,37481,866,Sphere
175,18,390,37947,871,Sphere
176,18,402,38441,876,Sphere
177,18,380,38842,881,Sphere
178,18,426,39296,886,Sphere
179,18,432,39779,891,Sphere
180,18,423,40336,896,Sphere
181,18,362,40843,901,Sphere
182,18,408,41345,906,Sphere
183,18,417,41848,911,Sphere
184,18,416,42330,916,Sphere
185,19,397,42822,921,Sphere
186,19,366,43339,926,Sphere
187,19,401,43840,931,Sphere
188,19,412,44317,936,Sphere
189,19,380,44838,941,Sphere
190,19,423,45335,946,Sphere
191,19,374,45836,951,Sphere
192,19,388,46341,956,Sphere
193,19,366,46878,961,Sphere
194,19,357,47444,966,Sphere
195,20,409,47982,971,Sphere
196,20,426,48434,976,Sphere
197,20,381,48892,981,Sphere
198,20,354,49416,986,Sphere
199,20,392,49936,991,Sphere
200,20,370,50456,996,Sphere
201,20,402,51005,1001,Sphere
202,20,377,51597,1006,Sphere
203,20,372,52214,1011,Sphere
204,20,347,52739,1016,Sphere
205,21,367,53229,1021,Sphere
206,21,356,53725,1026,Sphere
207,21,363,54208,1031,Sphere
208,21,363,54705,1036,Sphere
209,21,344,55259,1041,Sphere
210,21,366,55846,1046,Sphere
211,21,357,56481,1051,Sphere
212,21,383,56993,1056,Sphere
213,21,377,57555,1061,Sphere
214,21,351,58113,1066,Sphere
215,22,380,58657,1071,Sphere
216,22,364,59193,1076,Sphere
217,22,363,59740,1081,Sphere
218,22,365,60250,1086,Sphere
219,22,371,60815,1091,Sphere
220,22,354,61428,1096,Sphere
221,22,375,61987,1101,Sphere
222,22,384,62503,1106,Sphere
223,22,370,63078,1111,Sphere
224,22,352,63725,1116,Sphere
225,23,363,64314,1121,Sphere
226,23,369,64923,1126,Sphere
227,23,350,65490,1131,Sphere
228,23,373,66128,1136,Sphere
229,23,357,66779,1141,Sphere
230,23,366,67336,1146,Sphere
231,23,366,67889,1151,Sphere
232,23,339,68548,1156,Sphere
233,23,356,69175,1161,Sphere
234,23,356,69812,1166,Sphere
235,24,353,70428,1171,Sphere
236,24,339,71056,1176,Sphere
237,24,349,71746,1181,Sphere
238,24,353,72364,1186,Sphere
239,24,362,73018,1191,Sphere
240,24,346,73701,1196,Sphere
241,24,330,74371,1201,Sphere
242,24,342,74964,1206,Sphere
243,24,339,75597,1211,Sphere
244,24,327,76217,1216,Sphere
245,25,341,76848,1221,Sphere
246,25,350,77513,1226,Sphere
247,25,324,78253,1231,Sphere
248,25,317,78906,1236,Sphere
249,25,341,79556,1241,Sphere
250,25,312,80105,1246,Sphere
251,25,330,80770,1251,Sphere
252,25,319,81518,1256,Sphere
253,25,307,82171,1261,Sphere
254,25,270,82831,1266,Sphere
255,26,328,83545,1271,Sphere
256,26,323,84299,1276,Sphere
257,26,300,85006,1281,Sphere
258,26,322,85578,1286,Sphere
259,26,322,86137,1291,Sphere
260,26,278,86739,1296,Sphere
261,26,320,87378,1301,Sphere
262,26,291,88059,1306,Sphere
263,26,297,88786,1311,Sphere
264,26,315,89441,1316,Sphere
265,27,328,90118,1321,Sphere
266,27,291,90820,1326,Sphere
267,27,307,91552,1331,Sphere
268,27,297,92269,1336,Sphere
269,27,326,92908,1341,Sphere
270,27,305,93629,1346,Sphere
271,27,321,94275,1351,Sphere
272,27,297,94970,1356,Sphere
273,27,316,95710,1361,Sphere
274,27,299,96469,1366,Sphere
275,28,303,97184,1371,Sphere
276,28,298,97903,1376,Sphere
277,28,328,98551,1381,Sphere
278,28,321,99320,1386,Sphere
279,28,297,100112,1391,Sphere
280,28,299,100823,1396,Sphere
281,28,287,101505,1401,Sphere
282,28,290,102245,1406,Sphere
283,28,315,102992,1411,Sphere
284,28,304,103690,1416,Sphere
285,29,304,104355,1421,Sphere
286,29,297,105022,1426,Sphere
287,29,312,105651,1431,Sphere
288,29,309,106377,1436,Sphere
289,29,316,107111,1441,Sphere
290,29,298,107840,1446,Sphere
291,29,288,108637,1451,Sphere
292,29,299,109396,1456,Sphere
293,29,307,110115,1461,Sphere
294,29,290,110766,1466,Sphere
295,30,281,111479,1471,Sphere
296,30,295,112205,1476,Sphere
297,30,316,112923,1481,Sphere
298,30,297,113702,1486,Sphere
299,30,289,114606,1491,Sphere
300,30,300,115399,1496,Sphere
301,30,295,116217,1501,Sphere
302,30,292,117062,1506,Sphere
303,30,301,117799,1511,Sphere
304,30,280,118575,1516,Sphere
305,31,311,119308,1521,Sphere
306,31,283,120037,1526,Sphere
307,31,307,120772,1531,Sphere
308,31,302,121603,1536,Sphere
309,31,284,122443,1541,Sphere
310,31,275,123193,1546,Sphere
311,31,296,124008,1551,Sphere
312,31,296,124798,1556,Sphere
313,31,293,125525,1561,Sphere
314,31,286,126195,1566,Sphere
315,32,292,126962,1571,Sphere
316,32,280,127781,1576,Sphere
317,32,277,128591,1581,Sphere
318,32,299,129453,1586,Sphere
319,32,282,130325,1591,Sphere
320,32,296,131220,1596,Sphere
321,32,256,132067,1601,Sphere
322,32,262,132915,1606,Sphere
323,32,299,133650,1611,Sphere
324,32,311,134427,1616,Sphere
325,33,290,135163,1621,Sphere
326,33,279,136025,1626,Sphere
327,33,258,136851,1631,Sphere
328,33,267,137729,1636,Sphere
329,33,271,138663,1641,Sphere
330,33,277,139412,1646,Sphere
331,33,271,140193,1651,Sphere
332,33,227,141017,1656,Sphere
333,33,275,141870,1661,Sphere
334,33,229,142608,1666,Sphere
335,34,219,143347,1671,Sphere
336,34,252,144261,1676,Sphere
337,34,236,145074,1681,Sphere
338,34,263,145946,1686,Sphere
339,34,259,146818,1691,Sphere
340,34,248,147604,1696,Sphere
341,34,269,148474,1701,Sphere
342,34,265,149374,1706,Sphere
343,34,256,150197,1711,Sphere
344,34,246,151060,1716,Sphere
345,35,254,151944,1721,Sphere
346,35,241,152819,1726,Sphere
347,35,252,153727,1731,Sphere
348,35,259,154641,1736,Sphere
349,35,243,155523,1741,Sphere
350,35,237,156464,1746,Sphere
351,35,262,157281,1751,Sphere
352,35,261,158115,1756,Sphere
353,35,266,158974,1761,Sphere
354,35,258,159908,1766,Sphere
355,36,244,160797,1771,Sphere
356,36,232,161699,1776,Sphere
357,36,254,162527,1781,Sphere
358,36,240,163354,1786,Sphere
359,36,244,164160,1791,Sphere
360,36,278,164998,1796,Sphere
361,36,241,165828,1801,Sphere
362,36,257,166767,1806,Sphere
363,36,257,167667,1811,Sphere
364,36,266,168667,1816,Sphere
365,37,247,169604,1821,Sphere
366,37,267,170508,1826,Sphere
367,37,247,171395,1831,Sphere
368,37,264,172240,1836,Sphere
369,37,275,173144,1841,Sphere
370,37,225,174026,1846,Sphere
371,37,231,174948,1851,Sphere
372,37,252,175950,1856,Sphere
373,37,266,176823,1861,Sphere
374,37,251,177794,1866,Sphere
375,38,255,178730,1871,Sphere
376,38,236,179589,1876,Sphere
377,38,243,180512,1881,Sphere
378,38,242,181351,1886,Sphere
379,38,248,182295,1891,Sphere
380,38,244,183247,1896,Sphere
381,38,255,184225,1901,Sphere
382,38,252,185203,1906,Sphere
383,38,255,186161,1911,Sphere
384,38,253,187182,1916,Sphere
385,38,243,188145,1921,Sphere
386,39,228,189101,1926,Sphere
387,39,242,190011,1931,Sphere
388,39,223,190953,1936,Sphere
389,39,252,191846,1941,Sphere
390,39,252,192847,1946,Sphere
391,39,241,193775,1951,Sphere
392,39,253,194787,1956,Sphere
393,39,225,195764,1961,Sphere
394,39,205,196782,1966,Sphere
395,39,212,197697,1971,Sphere
396,40,232,198784,1976,Sphere
397,40,215,199780,1981,Sphere
398,40,233,200840,1986,Sphere
399,40,244,201930,1991,Sphere
400,40,232,202971,1996,Sphere
401,40,228,204083,2001,Sphere
402,40,228,205092,2006,Sphere
403,40,210,205988,2011,Sphere
404,40,202,206981,2016,Sphere
405,40,227,208006,2021,Sphere
406,41,202,209056,2026,Sphere
407,41,222,210112,2031,Sphere
408,41,211,211207,2036,Sphere
409,41,210,212257,2041,Sphere
410,41,225,213306,2046,Sphere
411,41,218,214264,2051,Sphere
412,41,239,215233,2056,Sphere
413,41,179,216192,2061,Sphere
414,41,228,217137,2066,Sphere
415,41,209,218121,2071,Sphere
416,42,210,219192,2076,Sphere
417,42,221,220224,2081,Sphere
418,42,204,221208,2086,Sphere
419,42,192,222143,2091,Sphere
420,42,246,223134,2096,Sphere
421,42,229,224172,2101,Sphere
422,42,227,225119,2106,Sphere
423,42,221,226043,2111,Sphere
424,42,226,227053,2116,Sphere
425,42,228,228100,2121,Sphere
426,43,209,229182,2126,Sphere
427,43,201,230202,2131,Sphere
428,43,225,231317,2136,Sphere
429,43,207,232421,2141,Sphere
430,43,211,233577,2146,Sphere
431,43,202,234581,2151,Sphere
432,43,201,235699,2156,Sphere
433,43,221,236719,2161,Sphere
434,43,206,237786,2166,Sphere
435,43,227,238788,2171,Sphere
436,44,196,239921,2176,Sphere
437,44,231,241051,2181,Sphere
438,44,218,242257,2186,Sphere
439,44,203,243269,2191,Sphere
440,44,187,244272,2196,Sphere
441,44,213,245290,2201,Sphere
442,44,186,246337,2206,Sphere
443,44,193,247414,2211,Sphere
444,44,194,248541,2216,Sphere
445,44,225,249653,2221,Sphere
446,45,196,250827,2226,Sphere
447,45,203,252012,2231,Sphere
448,45,223,253042,2236,Sphere
449,45,227,254030,2241,Sphere
450,45,194,255071,2246,Sphere
451,45,208,256062,2251,Sphere
452,45,228,257097,2256,Sphere
453,45,195,258262,2261,Sphere
454,45,177,259447,2266,Sphere
455,45,213,260598,2271,Sphere
456,46,209,261704,2276,Sphere
457,46,199,262717,2281,Sphere
458,46,222,263781,2286,Sphere
459,46,172,264987,2291,Sphere
460,46,199,266110,2296,Sphere
461,46,220,267342,2301,Sphere
462,46,208,268536,2306,Sphere
463,46,218,269698,2311,Sphere
464,46,221,270816,2316,Sphere
465,46,197,271886,2321,Sphere
466,47,185,272996,2326,Sphere
467,47,196,274172,2331,Sphere
468,47,213,275333,2336,Sphere
469,47,196,276414,2341,Sphere
470,47,183,277531,2346,Sphere
471,47,192,278625,2351,Sphere
472,47,184,279815,2356,Sphere
473,47,192,281021,2361,Sphere
474,47,193,282154,2366,Sphere
475,47,171,283241,2371,Sphere
476,48,188,284283,2376,Sphere
477,48,194,285207,2381,Sphere
478,48,196,286343,2386,Sphere
479,48,192,287399,2391,Sphere
480,48,181,288651,2396,Sphere
481,48,186,289855,2401,Sphere
482,48,181,291141,2406,Sphere
483,48,169,292325,2411,Sphere
484,48,190,293442,2416,Sphere
485,48,180,294546,2421,Sphere
486,49,146,295778,2426,Sphere
487,49,196,296910,2431,Sphere
488,49,189,298030,2436,Sphere
489,49,211,299237,2441,Sphere
490,49,131,300375,2446,Sphere
491,49,179,301529,2451,Sphere
492,49,192,302650,2456,Sphere
493,49,164,303864,2461,Sphere
494,49,170,304996,2466,Sphere
495,49,157,306169,2471,Sphere
496,50,175,307374,2476,Sphere
497,50,176,308412,2481,Sphere
498,50,173,309572,2486,Sphere
499,50,160,310758,2491,Sphere
500,50,183,312091,2496,Sphere
