Frame,Time (s),FPS,Collisions,Active Objects,Collider Type
1,0,0,0,1,Sphere
2,0,1438,2,6,Sphere
3,0,1693,2,11,Sphere
4,0,1641,2,16,Sphere
5,1,1670,2,21,Sphere
6,1,1237,4,26,Sphere
7,1,1478,6,31,Sphere
8,1,1938,6,36,Sphere
9,1,2006,8,41,Sphere
10,1,1457,12,46,Sphere
11,1,1497,12,51,Sphere
12,1,1365,18,56,Sphere
13,1,1313,26,61,Sphere
14,1,1785,28,66,Sphere
15,2,896,32,71,Sphere
16,2,869,42,76,Sphere
17,2,996,52,81,Sphere
18,2,1128,54,86,Sphere
19,2,1120,58,91,Sphere
20,2,838,64,96,Sphere
21,2,1540,68,101,Sphere
22,2,1474,79,106,Sphere
23,2,1196,85,111,Sphere
24,2,1233,102,116,Sphere
25,3,1125,119,121,Sphere
26,3,1044,139,126,Sphere
27,3,1436,159,131,Sphere
28,3,1456,198,136,Sphere
29,3,1406,226,141,Sphere
30,3,1125,264,146,Sphere
31,3,1229,299,151,Sphere
32,3,1245,365,156,Sphere
33,3,1425,415,161,Sphere
34,3,1518,460,166,Sphere
35,3,1365,526,171,Sphere
36,4,1309,605,176,Sphere
37,4,1358,686,181,Sphere
38,4,1275,806,186,Sphere
39,4,1297,884,191,Sphere
40,4,1312,951,196,Sphere
41,4,1332,1041,201,Sphere
42,4,1328,1141,206,Sphere
43,4,1404,1249,211,Sphere
44,4,1503,1339,216,Sphere
45,4,1493,1448,221,Sphere
46,5,1409,1536,226,Sphere
47,5,1233,1613,231,Sphere
48,5,1337,1708,236,Sphere
49,5,1497,1791,241,Sphere
50,5,1013,1906,246,Sphere
51,5,764,1992,251,Sphere
52,5,869,2085,256,Sphere
53,5,878,2213,261,Sphere
54,5,1328,2294,266,Sphere
55,5,1156,2375,271,Sphere
56,6,1052,2517,276,Sphere
57,6,1000,2635,281,Sphere
58,6,966,2796,286,Sphere
59,6,932,2921,291,Sphere
60,6,1033,3034,296,Sphere
61,6,905,3202,301,Sphere
62,6,1092,3347,306,Sphere
63,6,983,3518,311,Sphere
64,6,1099,3673,316,Sphere
