Frame,Time (s),FPS,Collisions,Active Objects,Collider Type
1,0,0,0,1,Capsule
2,0,1369,2,6,Capsule
3,0,2047,2,11,Capsule
4,0,1593,2,16,Capsule
5,1,1843,2,21,Capsule
6,1,1938,4,26,Capsule
7,1,1798,6,31,Capsule
8,1,885,6,36,Capsule
9,1,891,8,41,Capsule
10,1,1019,12,46,Capsule
11,1,967,12,51,Capsule
12,1,860,16,56,Capsule
13,1,993,24,61,Capsule
14,1,1201,26,66,Capsule
15,2,1206,30,71,Capsule
16,2,1127,42,76,Capsule
17,2,249,50,81,Capsule
18,2,1086,50,86,Capsule
19,2,1035,52,91,Capsule
20,2,1427,56,96,Capsule
21,2,1105,60,101,Capsule
22,2,1317,69,106,Capsule
23,2,1047,75,111,Capsule
24,2,1050,92,116,Capsule
25,3,1106,109,121,Capsule
26,3,1040,126,126,Capsule
27,3,1290,147,131,Capsule
28,3,1269,190,136,Capsule
29,3,1147,223,141,Capsule
30,3,1161,254,146,Capsule
31,3,1568,275,151,Capsule
32,3,1448,325,156,Capsule
33,3,1394,376,161,Capsule
34,3,1350,431,166,Capsule
35,3,1298,520,171,Capsule
36,4,1275,616,176,Capsule
37,4,1395,685,181,Capsule
38,4,1442,780,186,Capsule
39,4,1272,847,191,Capsule
40,4,1421,934,196,Capsule
41,4,746,1035,201,Capsule
42,4,859,1145,206,Capsule
43,4,991,1213,211,Capsule
44,4,870,1302,216,Capsule
45,4,841,1412,221,Capsule
46,5,979,1480,226,Capsule
47,5,1255,1566,231,Capsule
48,5,1222,1648,236,Capsule
49,5,1076,1748,241,Capsule
50,5,1011,1834,246,Capsule
51,5,1075,1909,250,Capsule
52,5,971,1999,250,Capsule
53,5,1244,2107,250,Capsule
54,5,1373,2208,250,Capsule
55,5,966,2305,250,Capsule
56,6,1187,2438,250,Capsule
57,6,1061,2579,250,Capsule
58,6,1087,2698,250,Capsule
59,6,1060,2852,250,Capsule
60,6,1194,2970,250,Capsule
61,6,1284,3082,250,Capsule
62,6,1216,3205,250,Capsule
63,6,1193,3353,250,Capsule
64,6,1107,3506,250,Capsule
65,6,1190,3640,250,Capsule
66,7,1248,3834,250,Capsule
67,7,1418,3965,250,Capsule
68,7,279,4124,250,Capsule
69,7,1199,4305,250,Capsule
70,7,1172,4466,250,Capsule
71,7,1174,4642,250,Capsule
72,7,1121,4814,250,Capsule
73,7,1227,4955,250,Capsule
74,7,937,5070,250,Capsule
75,7,1000,5205,250,Capsule
76,8,872,5297,250,Capsule
77,8,885,5418,250,Capsule
78,8,820,5561,250,Capsule
79,8,926,5680,250,Capsule
80,8,1336,5771,250,Capsule
81,8,1343,5878,250,Capsule
82,8,1026,5973,250,Capsule
83,8,964,6065,250,Capsule
84,8,1078,6173,250,Capsule
85,8,1095,6316,250,Capsule
86,9,1144,6420,250,Capsule
87,9,1346,6536,250,Capsule
88,9,1101,6629,250,Capsule
89,9,1122,6723,250,Capsule
90,9,1210,6815,250,Capsule
91,9,1068,6952,250,Capsule
92,9,1263,7079,250,Capsule
93,9,1115,7200,250,Capsule
94,9,1088,7340,250,Capsule
95,10,1236,7411,250,Capsule
96,10,1162,7512,250,Capsule
97,10,1224,7649,250,Capsule
98,10,1182,7745,250,Capsule
99,10,1359,7827,250,Capsule
100,10,1310,7933,250,Capsule
