Frame,Time (s),FPS,Collisions,Active Objects,Collider Type
1,0,0,0,1,Capsule
2,0,1622,2,6,Capsule
3,0,1553,2,11,Capsule
4,0,1380,2,16,Capsule
5,1,1417,2,21,Capsule
6,1,1685,4,26,Capsule
7,1,1705,6,31,Capsule
8,1,1542,6,36,Capsule
9,1,1492,8,41,Capsule
10,1,485,12,46,Capsule
11,1,1446,12,51,Capsule
12,1,1463,16,56,Capsule
13,1,1374,24,61,Capsule
14,1,1494,26,66,Capsule
15,2,1451,30,71,Capsule
16,2,1489,42,76,Capsule
17,2,1344,50,81,Capsule
18,2,1695,50,86,Capsule
19,2,1866,52,91,Capsule
20,2,1442,56,96,Capsule
21,2,1474,60,101,Capsule
22,2,1309,69,106,Capsule
23,2,1295,75,111,Capsule
24,2,889,92,116,Capsule
25,3,847,111,121,Capsule
26,3,976,128,126,Capsule
27,3,964,149,131,Capsule
28,3,993,192,136,Capsule
29,3,1246,225,141,Capsule
30,3,1336,254,146,Capsule
31,3,1265,277,151,Capsule
32,3,271,332,156,Capsule
33,3,1151,377,161,Capsule
34,3,1190,433,166,Capsule
35,3,1434,515,171,Capsule
36,4,1452,606,176,Capsule
37,4,1228,687,181,Capsule
38,4,1216,768,186,Capsule
39,4,1117,836,191,Capsule
40,4,1196,926,196,Capsule
41,4,1034,1014,201,Capsule
42,4,1260,1134,206,Capsule
43,4,1325,1213,211,Capsule
44,4,1058,1319,216,Capsule
45,4,1269,1419,221,Capsule
46,5,1031,1534,226,Capsule
47,5,277,1622,231,Capsule
48,5,1410,1718,236,Capsule
49,5,745,1803,241,Capsule
50,5,1284,1901,246,Capsule
51,5,1456,1997,250,Capsule
52,5,1353,2125,250,Capsule
53,5,1111,2235,250,Capsule
54,5,1234,2350,250,Capsule
55,5,1246,2447,250,Capsule
56,6,1257,2565,250,Capsule
57,6,950,2703,250,Capsule
58,6,839,2848,250,Capsule
59,6,265,2984,250,Capsule
60,6,757,3118,250,Capsule
61,6,913,3245,250,Capsule
62,6,1175,3373,250,Capsule
63,6,1302,3518,250,Capsule
64,6,1059,3659,250,Capsule
65,6,1034,3821,250,Capsule
66,7,1064,4019,250,Capsule
67,7,988,4159,250,Capsule
68,7,1073,4315,250,Capsule
69,7,1383,4429,250,Capsule
70,7,1409,4573,250,Capsule
71,7,1128,4738,250,Capsule
72,7,1193,4867,250,Capsule
73,7,1029,4998,250,Capsule
74,7,1036,5114,250,Capsule
75,7,359,5218,250,Capsule
76,8,991,5373,250,Capsule
77,8,812,5485,250,Capsule
78,8,1355,5588,250,Capsule
79,8,1258,5703,250,Capsule
80,8,1373,5805,250,Capsule
81,8,1235,5929,250,Capsule
82,8,1133,6011,250,Capsule
83,8,1224,6134,250,Capsule
84,8,1400,6225,250,Capsule
85,8,1251,6333,250,Capsule
86,9,1070,6442,250,Capsule
87,9,1171,6544,250,Capsule
88,9,1412,6636,250,Capsule
89,9,773,6728,250,Capsule
90,9,968,6828,250,Capsule
91,9,272,6944,250,Capsule
92,9,830,7068,250,Capsule
93,9,955,7188,250,Capsule
94,9,773,7312,250,Capsule
95,10,770,7420,250,Capsule
96,10,1226,7528,250,Capsule
97,10,1156,7664,250,Capsule
98,10,1090,7772,250,Capsule
99,10,1069,7852,250,Capsule
100,10,997,7925,250,Capsule
