Frame,Time (s),FPS,Collisions,Active Objects,Collider Type
1,0,0,0,1,Capsule
2,0,1886,2,6,Capsule
3,0,1777,2,11,Capsule
4,0,1641,2,16,Capsule
5,1,1399,2,21,Capsule
6,1,1997,4,26,Capsule
7,1,1926,6,31,Capsule
8,1,1612,6,36,Capsule
9,1,1568,8,41,Capsule
10,1,1697,12,46,Capsule
11,1,1331,12,51,Capsule
12,1,1356,16,56,Capsule
13,1,1786,24,61,Capsule
14,1,1045,26,66,Capsule
15,2,1051,30,71,Capsule
16,2,1081,42,76,Capsule
17,2,991,50,81,Capsule
18,2,1094,50,86,Capsule
19,2,1329,52,91,Capsule
20,2,1239,56,96,Capsule
21,2,1208,60,101,Capsule
22,2,1137,69,106,Capsule
23,2,1074,75,111,Capsule
24,2,1092,92,116,Capsule
25,3,1399,109,121,Capsule
26,3,1190,126,126,Capsule
27,3,1233,147,131,Capsule
28,3,1183,190,136,Capsule
29,3,1198,223,141,Capsule
30,3,1095,252,146,Capsule
31,3,1520,275,151,Capsule
32,3,1487,330,156,Capsule
33,3,1406,373,161,Capsule
34,3,1292,437,166,Capsule
35,3,1307,515,171,Capsule
36,4,1306,599,176,Capsule
37,4,1543,679,181,Capsule
38,4,1566,757,186,Capsule
39,4,1361,830,191,Capsule
40,4,1349,907,196,Capsule
41,4,1394,1010,201,Capsule
42,4,1281,1128,206,Capsule
43,4,1437,1204,211,Capsule
44,4,1372,1307,216,Capsule
45,4,1507,1391,221,Capsule
46,5,1438,1485,226,Capsule
47,5,1018,1548,231,Capsule
48,5,768,1635,236,Capsule
49,5,1011,1720,241,Capsule
50,5,1058,1823,246,Capsule
51,5,1017,1906,250,Capsule
52,5,1172,2013,250,Capsule
53,5,1083,2137,250,Capsule
54,5,1091,2254,250,Capsule
55,5,959,2368,250,Capsule
56,6,1006,2473,250,Capsule
57,6,952,2620,250,Capsule
58,6,1064,2721,250,Capsule
59,6,1278,2884,250,Capsule
60,6,1252,3020,250,Capsule
61,6,982,3148,250,Capsule
62,6,1191,3271,250,Capsule
63,6,1001,3442,250,Capsule
64,6,1132,3592,250,Capsule
65,6,1342,3733,250,Capsule
66,7,1388,3913,250,Capsule
67,7,1241,4077,250,Capsule
68,7,1229,4246,250,Capsule
69,7,1446,4407,250,Capsule
70,7,1214,4557,250,Capsule
71,7,1428,4745,250,Capsule
72,7,1442,4925,250,Capsule
73,7,1305,5060,250,Capsule
74,7,1279,5205,250,Capsule
75,7,1336,5319,250,Capsule
76,8,1243,5411,250,Capsule
77,8,1297,5523,250,Capsule
78,8,1286,5631,250,Capsule
79,8,815,5756,250,Capsule
80,8,777,5881,250,Capsule
81,8,1055,5998,250,Capsule
82,8,995,6106,250,Capsule
83,8,995,6200,250,Capsule
84,8,970,6295,250,Capsule
85,8,1332,6407,250,Capsule
86,9,1389,6542,250,Capsule
87,9,1046,6666,250,Capsule
88,9,980,6796,250,Capsule
89,9,941,6909,250,Capsule
90,9,823,7016,250,Capsule
91,9,1328,7143,250,Capsule
92,9,1240,7257,250,Capsule
93,9,1319,7371,250,Capsule
94,9,1068,7482,250,Capsule
95,10,1057,7629,250,Capsule
96,10,1003,7744,250,Capsule
97,10,1092,7821,250,Capsule
98,10,1015,7923,250,Capsule
99,10,1196,8030,250,Capsule
100,10,1377,8149,250,Capsule
