Frame,Time (s),FPS,Collisions,Active Objects,Collider Type
1,0,0,0,1,Mesh
2,0,1950,2,6,Mesh
3,0,1417,2,11,Mesh
4,0,1282,2,16,Mesh
5,1,1442,2,21,Mesh
6,1,1181,4,26,Mesh
7,1,1240,6,31,Mesh
8,1,1191,6,36,Mesh
9,1,1639,8,41,Mesh
10,1,1190,12,46,Mesh
11,1,1243,12,51,Mesh
12,1,1473,16,56,Mesh
13,1,1680,24,61,Mesh
14,1,1153,26,66,Mesh
15,2,1125,30,71,Mesh
16,2,1063,40,76,Mesh
17,2,908,44,81,Mesh
18,2,838,46,86,Mesh
19,2,1312,46,91,Mesh
20,2,1235,54,96,Mesh
21,2,1264,62,101,Mesh
22,2,1108,69,106,Mesh
23,2,1135,76,111,Mesh
24,2,1095,94,116,Mesh
25,3,1431,111,121,Mesh
26,3,1551,132,126,Mesh
27,3,1212,155,131,Mesh
28,3,1295,191,136,Mesh
29,3,1141,212,141,Mesh
30,3,1205,248,146,Mesh
31,3,1061,289,151,Mesh
32,3,1470,337,156,Mesh
33,3,1407,398,161,Mesh
34,3,1160,452,166,Mesh
35,3,1225,537,171,Mesh
36,4,1352,603,176,Mesh
37,4,1515,689,181,Mesh
38,4,1055,783,186,Mesh
39,4,1487,882,191,Mesh
40,4,1388,954,196,Mesh
41,4,1193,1074,201,Mesh
42,4,1340,1176,206,Mesh
43,4,1477,1266,211,Mesh
44,4,1478,1352,216,Mesh
45,4,1524,1459,221,Mesh
46,5,1401,1553,226,Mesh
47,5,932,1652,231,Mesh
48,5,500,1735,236,Mesh
49,5,947,1835,241,Mesh
50,5,786,1948,246,Mesh
51,5,962,2035,250,Mesh
52,5,727,2117,250,Mesh
53,5,1353,2254,250,Mesh
54,5,1034,2363,250,Mesh
55,5,1129,2471,250,Mesh
56,6,973,2596,250,Mesh
57,6,961,2757,250,Mesh
58,6,1038,2877,250,Mesh
59,6,1141,3037,250,Mesh
60,6,990,3158,250,Mesh
61,6,967,3307,250,Mesh
62,6,1088,3444,250,Mesh
63,6,1044,3605,250,Mesh
64,6,1213,3781,250,Mesh
65,6,695,3923,250,Mesh
66,7,1202,4069,250,Mesh
67,7,1389,4200,250,Mesh
68,7,1344,4352,250,Mesh
69,7,1385,4500,250,Mesh
70,7,1308,4638,250,Mesh
71,7,1418,4806,250,Mesh
72,7,1425,4974,250,Mesh
73,7,1416,5119,250,Mesh
74,7,1296,5239,250,Mesh
75,7,1156,5369,250,Mesh
76,8,1237,5495,250,Mesh
77,8,1338,5612,250,Mesh
78,8,1425,5723,250,Mesh
79,8,777,5865,250,Mesh
80,8,983,6006,250,Mesh
81,8,847,6127,250,Mesh
82,8,235,6262,250,Mesh
83,8,835,6390,250,Mesh
84,8,934,6479,250,Mesh
85,8,1386,6644,250,Mesh
86,9,1339,6774,250,Mesh
87,9,1083,6912,250,Mesh
88,9,1010,7054,250,Mesh
89,9,1061,7187,250,Mesh
90,9,1055,7280,250,Mesh
91,9,1000,7399,250,Mesh
92,9,1338,7516,250,Mesh
93,9,1280,7625,250,Mesh
94,9,996,7781,250,Mesh
95,10,1127,7911,250,Mesh
96,10,1192,8025,250,Mesh
97,10,1159,8152,250,Mesh
98,10,1420,8248,250,Mesh
99,10,1300,8370,250,Mesh
100,10,1373,8520,250,Mesh
