Frame,Time (s),FPS,Collisions,Active Objects,Collider Type
1,0,0,0,1,Mesh
2,0,1548,2,6,Mesh
3,0,1650,2,11,Mesh
4,0,1800,2,16,Mesh
5,1,1586,2,21,Mesh
6,1,1540,4,26,Mesh
7,1,1468,6,31,Mesh
8,1,1312,6,36,Mesh
9,1,1946,8,41,Mesh
10,1,1439,12,46,Mesh
11,1,1329,12,51,Mesh
12,1,1401,16,56,Mesh
13,1,1664,24,61,Mesh
14,1,1353,26,66,Mesh
15,2,1784,30,71,Mesh
16,2,1033,40,76,Mesh
17,2,1021,44,81,Mesh
18,2,882,46,86,Mesh
19,2,886,46,91,Mesh
20,2,1171,54,96,Mesh
21,2,1565,62,101,Mesh
22,2,1451,69,106,Mesh
23,2,1173,76,111,Mesh
24,2,969,94,116,Mesh
25,3,1202,111,121,Mesh
26,3,1178,132,126,Mesh
27,3,1476,155,131,Mesh
28,3,1366,190,136,Mesh
29,3,1217,213,141,Mesh
30,3,1302,246,146,Mesh
31,3,1200,270,151,Mesh
32,3,1149,337,156,Mesh
33,3,1543,382,161,Mesh
34,3,1290,435,166,Mesh
35,3,1394,496,171,Mesh
36,4,1475,557,176,Mesh
37,4,1256,624,181,Mesh
38,4,1193,716,186,Mesh
39,4,1449,815,191,Mesh
40,4,1405,887,196,Mesh
41,4,1304,991,201,Mesh
42,4,815,1096,206,Mesh
43,4,1206,1192,211,Mesh
44,4,1422,1287,216,Mesh
45,4,1388,1378,221,Mesh
46,5,1185,1488,226,Mesh
47,5,1519,1579,231,Mesh
48,5,756,1649,236,Mesh
49,5,839,1755,241,Mesh
50,5,1004,1861,246,Mesh
51,5,871,1958,250,Mesh
52,5,873,2049,250,Mesh
53,5,754,2167,250,Mesh
54,5,1374,2281,250,Mesh
55,5,1377,2394,250,Mesh
56,6,1039,2516,250,Mesh
57,6,1006,2637,250,Mesh
58,6,873,2780,250,Mesh
59,6,981,2946,250,Mesh
60,6,1072,3104,250,Mesh
61,6,1365,3250,250,Mesh
62,6,1285,3414,250,Mesh
63,6,1034,3577,250,Mesh
64,6,1093,3773,250,Mesh
65,6,589,3912,250,Mesh
66,7,1165,4065,250,Mesh
67,7,1061,4217,250,Mesh
68,7,1354,4365,250,Mesh
69,7,1271,4541,250,Mesh
70,7,1176,4726,250,Mesh
71,7,1137,4908,250,Mesh
72,7,1258,5067,250,Mesh
73,7,1462,5195,250,Mesh
74,7,1383,5329,250,Mesh
75,7,1331,5471,250,Mesh
76,8,1174,5626,250,Mesh
77,8,1229,5785,250,Mesh
78,8,1264,5911,250,Mesh
79,8,1217,6033,250,Mesh
80,8,1222,6154,250,Mesh
81,8,278,6273,250,Mesh
82,8,813,6434,250,Mesh
83,8,816,6583,250,Mesh
84,8,1054,6726,250,Mesh
85,8,914,6877,250,Mesh
86,9,866,7010,250,Mesh
87,9,1290,7112,250,Mesh
88,9,1370,7258,250,Mesh
89,9,1081,7376,250,Mesh
90,9,1081,7492,250,Mesh
91,9,1071,7591,250,Mesh
92,9,1074,7706,250,Mesh
93,9,274,7826,250,Mesh
94,9,1257,7978,250,Mesh
95,10,1288,8102,250,Mesh
96,10,1060,8243,250,Mesh
97,10,1142,8375,250,Mesh
98,10,985,8541,250,Mesh
99,10,1069,8668,250,Mesh
100,10,1034,8772,250,Mesh
