Frame,Time (s),FPS,Collisions,Active Objects,Collider Type
1,0,0,0,1,Mesh
2,0,1452,2,6,Mesh
3,0,1524,2,11,Mesh
4,0,1484,2,16,Mesh
5,1,1983,2,21,Mesh
6,1,1578,4,26,Mesh
7,1,1663,6,31,Mesh
8,1,1455,6,36,Mesh
9,1,1978,8,41,Mesh
10,1,1356,12,46,Mesh
11,1,1729,12,51,Mesh
12,1,1458,16,56,Mesh
13,1,1389,24,61,Mesh
14,1,1392,26,66,Mesh
15,2,1301,30,71,Mesh
16,2,1706,40,76,Mesh
17,2,1760,44,81,Mesh
18,2,971,46,86,Mesh
19,2,757,46,91,Mesh
20,2,1110,54,96,Mesh
21,2,827,62,101,Mesh
22,2,946,69,106,Mesh
23,2,1262,76,111,Mesh
24,2,1395,94,116,Mesh
25,3,1176,111,121,Mesh
26,3,1211,132,126,Mesh
27,3,1163,156,131,Mesh
28,3,1175,190,136,Mesh
29,3,1454,210,141,Mesh
30,3,1435,246,146,Mesh
31,3,1217,285,151,Mesh
32,3,1107,341,156,Mesh
33,3,1323,384,161,Mesh
34,3,1108,452,166,Mesh
35,3,1445,524,171,Mesh
36,4,1411,581,176,Mesh
37,4,1341,661,181,Mesh
38,4,1326,751,186,Mesh
39,4,1335,846,191,Mesh
40,4,1459,932,196,Mesh
41,4,1485,1061,201,Mesh
42,4,1464,1159,206,Mesh
43,4,1433,1248,211,Mesh
44,4,1338,1340,216,Mesh
45,4,1219,1449,221,Mesh
46,5,1496,1531,226,Mesh
47,5,1438,1644,231,Mesh
48,5,1357,1738,236,Mesh
49,5,761,1835,241,Mesh
50,5,1249,1915,246,Mesh
51,5,1101,1999,250,Mesh
52,5,793,2086,250,Mesh
53,5,816,2197,250,Mesh
54,5,882,2305,250,Mesh
55,5,942,2417,250,Mesh
56,6,1217,2546,250,Mesh
57,6,1322,2689,250,Mesh
58,6,962,2797,250,Mesh
59,6,1092,2989,250,Mesh
60,6,1006,3129,250,Mesh
61,6,1031,3285,250,Mesh
62,6,1375,3444,250,Mesh
63,6,1349,3596,250,Mesh
64,6,1036,3755,250,Mesh
65,6,1157,3918,250,Mesh
66,7,1108,4094,250,Mesh
67,7,1195,4273,250,Mesh
68,7,1016,4426,250,Mesh
69,7,1330,4607,250,Mesh
70,7,1354,4792,250,Mesh
71,7,1093,4966,250,Mesh
72,7,1124,5107,250,Mesh
73,7,1220,5243,250,Mesh
74,7,1274,5395,250,Mesh
75,7,1499,5530,250,Mesh
76,8,1074,5673,250,Mesh
77,8,1186,5828,250,Mesh
78,8,1157,5931,250,Mesh
79,8,1227,6061,250,Mesh
80,8,1284,6163,250,Mesh
81,8,1466,6306,250,Mesh
82,8,1476,6426,250,Mesh
83,8,949,6545,250,Mesh
84,8,1115,6657,250,Mesh
85,8,890,6786,250,Mesh
86,9,1049,6911,250,Mesh
87,9,785,7031,250,Mesh
88,9,884,7125,250,Mesh
89,9,1116,7240,250,Mesh
90,9,1138,7365,250,Mesh
91,9,924,7494,250,Mesh
92,9,870,7618,250,Mesh
93,9,931,7749,250,Mesh
94,9,844,7895,250,Mesh
95,10,881,8014,250,Mesh
96,10,1294,8125,250,Mesh
97,10,280,8255,250,Mesh
98,10,972,8409,250,Mesh
99,10,1247,8528,250,Mesh
100,10,1153,8634,250,Mesh
