Frame,Time (s),FPS,Collisions,Active Objects,Collider Type
1,0,0,0,1,Mesh
2,0,1378,2,6,Mesh
3,0,1909,2,11,Mesh
4,0,1955,2,16,Mesh
5,1,1933,2,21,Mesh
6,1,1460,4,26,Mesh
7,1,1764,6,31,Mesh
8,1,2013,6,36,Mesh
9,1,1869,8,41,Mesh
10,1,1032,12,46,Mesh
11,1,938,12,51,Mesh
12,1,1109,16,56,Mesh
13,1,736,24,61,Mesh
14,1,951,26,66,Mesh
15,2,896,30,71,Mesh
16,2,1494,40,76,Mesh
17,2,1225,44,81,Mesh
18,2,1280,46,86,Mesh
19,2,1269,46,91,Mesh
20,2,1069,54,96,Mesh
21,2,1042,62,101,Mesh
22,2,1509,69,106,Mesh
23,2,1413,76,111,Mesh
24,2,1169,94,116,Mesh
25,3,1221,111,121,Mesh
26,3,1201,134,126,Mesh
27,3,1566,156,131,Mesh
28,3,1482,190,136,Mesh
29,3,1311,208,141,Mesh
30,3,1319,244,146,Mesh
31,3,1263,284,151,Mesh
32,3,1443,338,156,Mesh
33,3,1641,387,161,Mesh
34,3,1378,454,166,Mesh
35,3,1372,531,171,Mesh
36,4,1413,611,176,Mesh
37,4,1484,683,181,Mesh
38,4,1230,762,186,Mesh
39,4,1669,845,191,Mesh
40,4,1455,926,196,Mesh
41,4,1368,1010,201,Mesh
42,4,1381,1103,206,Mesh
43,4,1366,1187,211,Mesh
44,4,794,1267,216,Mesh
45,4,788,1352,221,Mesh
46,5,798,1457,226,Mesh
47,5,814,1575,231,Mesh
48,5,831,1663,236,Mesh
49,5,1269,1763,241,Mesh
50,5,1049,1862,246,Mesh
51,5,1070,1958,250,Mesh
52,5,1013,2058,250,Mesh
53,5,964,2153,250,Mesh
54,5,1014,2267,250,Mesh
55,5,1304,2404,250,Mesh
56,6,1156,2508,250,Mesh
57,6,1334,2669,250,Mesh
58,6,867,2795,250,Mesh
59,6,990,2953,250,Mesh
60,6,1198,3055,250,Mesh
61,6,1019,3193,250,Mesh
62,6,858,3346,250,Mesh
63,6,1190,3473,250,Mesh
64,6,1196,3638,250,Mesh
65,6,1103,3796,250,Mesh
66,7,1199,3997,250,Mesh
67,7,1248,4154,250,Mesh
68,7,1271,4312,250,Mesh
69,7,1334,4465,250,Mesh
70,7,1251,4630,250,Mesh
71,7,1305,4790,250,Mesh
72,7,1043,4925,250,Mesh
73,7,1289,5079,250,Mesh
74,7,1449,5233,250,Mesh
75,7,1392,5392,250,Mesh
76,8,899,5541,250,Mesh
77,8,858,5670,250,Mesh
78,8,1143,5789,250,Mesh
79,8,941,5927,250,Mesh
80,8,877,6062,250,Mesh
81,8,859,6182,250,Mesh
82,8,1283,6286,250,Mesh
83,8,1073,6379,250,Mesh
84,8,1048,6489,250,Mesh
85,8,1054,6622,250,Mesh
86,9,1119,6790,250,Mesh
87,9,1106,6922,250,Mesh
88,9,980,7033,250,Mesh
89,9,1350,7182,250,Mesh
90,9,1105,7328,250,Mesh
91,9,1163,7469,250,Mesh
92,9,1053,7601,250,Mesh
93,9,1103,7712,250,Mesh
94,9,1090,7837,250,Mesh
95,10,1300,7987,250,Mesh
96,10,1374,8093,250,Mesh
97,10,1196,8223,250,Mesh
98,10,1334,8339,250,Mesh
99,10,1359,8473,250,Mesh
100,10,1286,8590,250,Mesh
