Frame,Time (s),FPS,Collisions,Active Objects,Collider Type
1,0,0,0,1,Mesh
2,0,1671,2,6,Mesh
3,0,1653,2,11,Mesh
4,0,1716,2,16,Mesh
5,1,1960,2,21,Mesh
6,1,1357,4,26,Mesh
7,1,1848,6,31,Mesh
8,1,1647,6,36,Mesh
9,1,1448,8,41,Mesh
10,1,1426,12,46,Mesh
11,1,1636,12,51,Mesh
12,1,803,16,56,Mesh
13,1,875,24,61,Mesh
14,1,1011,26,66,Mesh
15,2,951,30,71,Mesh
16,2,929,40,76,Mesh
17,2,1129,44,81,Mesh
18,2,966,46,86,Mesh
19,2,1542,46,91,Mesh
20,2,1284,54,96,Mesh
21,2,1206,62,101,Mesh
22,2,1221,69,106,Mesh
23,2,1195,76,111,Mesh
24,2,1157,94,116,Mesh
25,3,1588,111,121,Mesh
26,3,1380,132,126,Mesh
27,3,1173,155,131,Mesh
28,3,1285,191,136,Mesh
29,3,1283,212,141,Mesh
30,3,1016,249,146,Mesh
31,3,1566,284,151,Mesh
32,3,1429,336,156,Mesh
33,3,1244,388,161,Mesh
34,3,1309,447,166,Mesh
35,3,1386,527,171,Mesh
36,4,1451,598,176,Mesh
37,4,1503,676,181,Mesh
38,4,1361,773,186,Mesh
39,4,1449,850,191,Mesh
40,4,1310,941,196,Mesh
41,4,1342,1046,201,Mesh
42,4,1555,1128,206,Mesh
43,4,1588,1239,211,Mesh
44,4,1200,1320,216,Mesh
45,4,799,1415,221,Mesh
46,5,847,1520,226,Mesh
47,5,1021,1600,231,Mesh
48,5,866,1692,236,Mesh
49,5,1015,1800,241,Mesh
50,5,742,1893,246,Mesh
51,5,914,1998,250,Mesh
52,5,1179,2120,250,Mesh
53,5,1334,2234,250,Mesh
54,5,1023,2347,250,Mesh
55,5,948,2460,250,Mesh
56,6,959,2615,250,Mesh
57,6,1095,2777,250,Mesh
58,6,501,2917,250,Mesh
59,6,1007,3035,250,Mesh
60,6,1208,3152,250,Mesh
61,6,1034,3317,250,Mesh
62,6,1032,3463,250,Mesh
63,6,1103,3595,250,Mesh
64,6,1397,3757,250,Mesh
65,6,1358,3907,250,Mesh
66,7,1345,4054,250,Mesh
67,7,993,4187,250,Mesh
68,7,1166,4347,250,Mesh
69,7,1226,4520,250,Mesh
70,7,1228,4673,250,Mesh
71,7,1432,4853,250,Mesh
72,7,217,5040,250,Mesh
73,7,1255,5183,250,Mesh
74,7,1286,5329,250,Mesh
75,7,1473,5479,250,Mesh
76,8,1258,5612,250,Mesh
77,8,320,5763,250,Mesh
78,8,772,5900,250,Mesh
79,8,818,6047,250,Mesh
80,8,895,6165,250,Mesh
81,8,1020,6309,250,Mesh
82,8,286,6430,250,Mesh
83,8,790,6546,250,Mesh
84,8,957,6703,250,Mesh
85,8,1288,6830,250,Mesh
86,9,1317,6958,250,Mesh
87,9,991,7081,250,Mesh
88,9,1027,7215,250,Mesh
89,9,963,7363,250,Mesh
90,9,966,7500,250,Mesh
91,9,1038,7619,250,Mesh
92,9,1275,7755,250,Mesh
93,9,1164,7922,250,Mesh
94,9,1128,8075,250,Mesh
95,10,1034,8201,250,Mesh
96,10,1133,8322,250,Mesh
97,10,1117,8428,250,Mesh
98,10,1366,8561,250,Mesh
99,10,1092,8664,250,Mesh
100,10,1256,8791,250,Mesh
