Frame,Time (s),FPS,Collisions,Active Objects,Collider Type
1,0.10,0.00,0,1,Capsule
2,0.20,215.79,2,6,Capsule
3,0.30,190.91,2,11,Capsule
4,0.40,216.80,2,16,Capsule
5,0.50,159.02,2,21,Capsule
6,0.60,183.83,4,26,Capsule
7,0.70,172.02,6,31,Capsule
8,0.80,244.52,6,36,Capsule
9,0.90,217.92,8,41,Capsule
10,1.00,168.78,12,46,Capsule
11,1.10,196.70,12,51,Capsule
12,1.20,111.74,16,56,Capsule
13,1.30,213.24,24,61,Capsule
14,1.40,296.19,26,66,Capsule
15,1.50,259.04,30,71,Capsule
16,1.60,241.74,42,76,Capsule
17,1.70,275.47,50,81,Capsule
18,1.80,238.99,50,86,Capsule
19,1.90,264.30,52,91,Capsule
20,2.00,249.75,56,96,Capsule
21,2.10,172.86,60,101,Capsule
22,2.20,174.18,69,106,Capsule
23,2.30,161.32,75,111,Capsule
24,2.40,165.84,92,116,Capsule
25,2.50,222.37,109,121,Capsule
26,2.60,247.50,126,126,Capsule
27,2.70,223.25,147,131,Capsule
28,2.80,237.38,188,136,Capsule
29,2.90,253.29,218,141,Capsule
30,3.00,242.65,248,146,Capsule
31,3.10,228.90,271,151,Capsule
32,3.20,236.37,318,156,Capsule
33,3.30,251.37,360,161,Capsule
34,3.40,223.38,417,166,Capsule
35,3.50,236.88,484,171,Capsule
36,3.60,259.03,579,176,Capsule
37,3.70,168.54,669,181,Capsule
38,3.80,225.99,739,186,Capsule
39,3.90,107.92,831,191,Capsule
40,4.00,218.41,906,196,Capsule
41,4.10,175.62,994,201,Capsule
42,4.20,198.11,1103,206,Capsule
43,4.30,200.37,1206,211,Capsule
44,4.40,180.26,1303,216,Capsule
45,4.50,236.54,1419,221,Capsule
46,4.60,108.49,1574,227,Capsule
