Frame,Time (s),FPS,Collisions,Active Objects,Collider Type
1,0,0,0,1,Capsule
2,0,68,0,2,Capsule
3,0,99,0,2,Capsule
4,0,145,0,2,Capsule
5,1,127,0,2,Capsule
6,1,129,0,2,Capsule
7,1,89,0,2,Capsule
8,1,131,0,2,Capsule
9,1,129,0,2,Capsule
10,1,134,0,2,Capsule
11,1,140,0,2,Capsule
12,1,85,0,2,Capsule
13,1,91,0,2,Capsule
14,1,115,0,2,Capsule
15,2,101,0,2,Capsule
16,2,95,0,2,Capsule
17,2,123,0,2,Capsule
18,2,109,0,2,Capsule
19,2,98,0,2,Capsule
20,2,111,0,2,Capsule
21,2,102,0,2,Capsule
22,2,78,2,2,Capsule
23,2,124,3,2,Capsule
24,2,115,3,2,Capsule
25,3,114,4,2,Capsule
26,3,141,4,2,Capsule
27,3,105,6,2,Capsule
28,3,115,8,2,Capsule
29,3,151,8,2,Capsule
30,3,140,9,2,Capsule
31,3,118,9,2,Capsule
32,3,141,9,2,Capsule
33,3,130,9,2,Capsule
34,3,131,9,2,Capsule
35,3,144,10,2,Capsule
36,4,100,10,2,Capsule
37,4,102,10,2,Capsule
38,4,93,11,2,Capsule
39,4,123,11,2,Capsule
40,4,125,11,2,Capsule
41,4,121,11,2,Capsule
42,4,63,12,2,Capsule
43,4,85,12,2,Capsule
44,4,80,13,2,Capsule
45,4,106,13,2,Capsule
46,5,90,14,2,Capsule
47,5,114,14,2,Capsule
48,5,102,14,2,Capsule
49,5,117,14,2,Capsule
50,5,75,15,2,Capsule
51,5,101,16,2,Capsule
52,5,93,17,2,Capsule
53,5,96,17,2,Capsule
54,5,110,17,2,Capsule
55,5,94,18,2,Capsule
56,6,190,19,2,Capsule
57,6,173,20,2,Capsule
58,6,152,20,2,Capsule
59,6,190,21,2,Capsule
60,6,13,23,2,Capsule
61,6,53,23,2,Capsule
62,6,73,23,2,Capsule
63,6,95,26,2,Capsule
64,6,79,26,2,Capsule
65,6,70,27,2,Capsule
66,7,66,27,2,Capsule
67,7,74,27,2,Capsule
68,7,71,27,2,Capsule
69,7,63,27,2,Capsule
70,7,77,27,2,Capsule
71,7,95,28,2,Capsule
72,7,78,28,2,Capsule
73,7,85,28,2,Capsule
74,7,68,28,2,Capsule
75,7,72,28,2,Capsule
76,8,90,28,2,Capsule
77,8,65,28,2,Capsule
78,8,92,29,2,Capsule
79,8,69,30,2,Capsule
80,8,54,30,2,Capsule
81,8,72,30,2,Capsule
82,8,59,30,2,Capsule
