Frame,Time (s),FPS,Collisions,Active Objects,Collider Type
1,0,0,0,0,Capsule
2,0,76,0,0,Capsule
3,0,118,0,0,Capsule
4,0,140,0,0,Capsule
5,1,127,0,0,Capsule
6,1,133,0,0,Capsule
7,1,135,0,0,Capsule
8,1,125,0,0,Capsule
9,1,114,0,0,Capsule
10,1,119,0,0,Capsule
11,1,133,0,0,Capsule
12,1,117,0,0,Capsule
13,1,115,0,0,Capsule
14,1,143,0,0,Capsule
15,2,148,0,0,Capsule
16,2,149,0,0,Capsule
17,2,131,0,0,Capsule
18,2,109,0,0,Capsule
19,2,91,0,0,Capsule
20,2,108,0,0,Capsule
21,2,108,0,0,Capsule
22,2,95,0,0,Capsule
23,2,93,0,0,Capsule
24,2,104,0,0,Capsule
25,3,103,0,0,Capsule
26,3,98,0,0,Capsule
27,3,103,0,0,Capsule
28,3,106,0,0,Capsule
29,3,135,0,0,Capsule
30,3,129,0,0,Capsule
31,3,123,0,0,Capsule
32,3,117,0,0,Capsule
33,3,125,0,0,Capsule
34,3,128,0,0,Capsule
35,3,132,0,0,Capsule
36,4,126,0,0,Capsule
37,4,134,0,0,Capsule
38,4,133,0,0,Capsule
39,4,132,0,0,Capsule
40,4,119,0,0,Capsule
41,4,115,0,0,Capsule
42,4,117,0,0,Capsule
43,4,100,0,0,Capsule
44,4,61,0,0,Capsule
45,4,131,0,0,Capsule
46,5,127,0,0,Capsule
47,5,91,0,0,Capsule
48,5,80,0,0,Capsule
49,5,65,0,0,Capsule
50,5,75,0,0,Capsule
51,5,99,0,0,Capsule
52,5,111,0,0,Capsule
53,5,103,0,0,Capsule
54,5,117,0,0,Capsule
55,5,84,0,0,Capsule
56,6,97,0,0,Capsule
57,6,97,0,0,Capsule
58,6,97,0,0,Capsule
59,6,7,0,0,Capsule
60,6,75,0,0,Capsule
61,6,124,0,0,Capsule
62,6,124,0,0,Capsule
63,6,124,0,0,Capsule
64,6,133,0,0,Capsule
65,6,110,0,0,Capsule
66,7,51,0,0,Capsule
67,7,126,0,0,Capsule
68,7,138,0,0,Capsule
69,7,114,0,0,Capsule
70,7,65,0,0,Capsule
71,7,79,0,0,Capsule
72,7,96,0,0,Capsule
73,7,100,0,0,Capsule
74,7,67,0,0,Capsule
75,7,86,0,0,Capsule
76,8,77,0,0,Capsule
77,8,71,0,0,Capsule
78,8,66,0,0,Capsule
79,8,51,0,0,Capsule
80,8,72,0,0,Capsule
81,8,71,0,0,Capsule
82,8,81,0,0,Capsule
83,8,81,0,0,Capsule
84,8,100,0,0,Capsule
85,8,74,0,0,Capsule
86,9,106,0,0,Capsule
87,9,115,0,0,Capsule
