Frame,Time (s),FPS,Collisions,Active Objects,Collider Type
1,0,0,0,1,Sphere
2,0,1578,2,6,Sphere
3,0,1840,2,11,Sphere
4,0,1748,2,16,Sphere
5,1,1931,2,21,Sphere
6,1,2004,4,26,Sphere
7,1,1390,6,31,Sphere
8,1,1483,6,36,Sphere
9,1,1561,8,41,Sphere
10,1,1588,12,46,Sphere
11,1,1925,12,51,Sphere
12,1,1317,18,56,Sphere
13,1,1833,26,61,Sphere
14,1,1002,28,66,Sphere
15,2,990,32,71,Sphere
16,2,1206,42,76,Sphere
17,2,1143,52,81,Sphere
18,2,1094,54,86,Sphere
19,2,1489,58,91,Sphere
20,2,1315,64,96,Sphere
21,2,1142,68,101,Sphere
22,2,1004,79,106,Sphere
23,2,1136,85,111,Sphere
24,2,1568,102,116,Sphere
25,3,1560,119,121,Sphere
26,3,1288,139,126,Sphere
27,3,1207,158,131,Sphere
28,3,1199,197,136,Sphere
29,3,981,225,141,Sphere
30,3,1162,265,146,Sphere
31,3,1475,298,151,Sphere
32,3,1236,364,156,Sphere
33,3,1290,414,161,Sphere
34,3,1314,460,166,Sphere
35,3,1322,532,171,Sphere
36,4,1582,604,176,Sphere
37,4,1597,683,181,Sphere
38,4,1316,778,186,Sphere
39,4,1623,862,191,Sphere
40,4,1335,942,196,Sphere
41,4,1195,1063,201,Sphere
42,4,1303,1168,206,Sphere
43,4,1460,1236,211,Sphere
44,4,1462,1353,216,Sphere
45,4,1527,1456,221,Sphere
46,5,865,1565,226,Sphere
47,5,828,1664,231,Sphere
48,5,940,1749,236,Sphere
49,5,838,1831,241,Sphere
50,5,958,1900,246,Sphere
51,5,915,1962,250,Sphere
52,5,1221,2080,250,Sphere
53,5,1090,2189,250,Sphere
54,5,1038,2290,250,Sphere
55,5,1034,2396,250,Sphere
56,6,981,2517,250,Sphere
57,6,1046,2643,250,Sphere
58,6,1179,2789,250,Sphere
59,6,1245,2929,250,Sphere
60,6,1302,3054,250,Sphere
61,6,1077,3170,250,Sphere
62,6,1175,3315,250,Sphere
63,6,1029,3442,250,Sphere
64,6,1059,3605,250,Sphere
65,6,1388,3744,250,Sphere
66,7,1357,3933,250,Sphere
67,7,1188,4100,250,Sphere
68,7,1213,4217,250,Sphere
69,7,1183,4366,250,Sphere
70,7,1317,4538,250,Sphere
71,7,1434,4720,250,Sphere
72,7,1375,4867,250,Sphere
73,7,1308,5026,250,Sphere
74,7,1173,5178,250,Sphere
75,7,1097,5315,250,Sphere
76,8,1116,5424,250,Sphere
77,8,1272,5512,250,Sphere
78,8,1304,5612,250,Sphere
79,8,1116,5703,250,Sphere
80,8,870,5803,250,Sphere
81,8,870,5899,250,Sphere
82,8,1131,5987,250,Sphere
83,8,914,6094,250,Sphere
84,8,835,6217,250,Sphere
85,8,1347,6319,250,Sphere
86,9,1320,6413,250,Sphere
87,9,1044,6519,250,Sphere
88,9,1015,6661,250,Sphere
89,9,937,6774,250,Sphere
90,9,1185,6865,250,Sphere
91,9,1347,6963,250,Sphere
92,9,1255,7063,250,Sphere
93,9,1094,7195,250,Sphere
94,9,1152,7318,250,Sphere
95,10,1103,7446,250,Sphere
96,10,1155,7554,250,Sphere
97,10,1154,7691,250,Sphere
98,10,1298,7792,250,Sphere
99,10,1288,7906,250,Sphere
100,10,753,8013,250,Sphere
