Frame,Time (s),FPS,Collisions,Active Objects,Collider Type
1,0,0,0,1,Sphere
2,0,1700,2,6,Sphere
3,0,1678,2,11,Sphere
4,0,1418,2,16,Sphere
5,1,1483,2,21,Sphere
6,1,1915,4,26,Sphere
7,1,1791,6,31,Sphere
8,1,1593,6,36,Sphere
9,1,1885,8,41,Sphere
10,1,1844,12,46,Sphere
11,1,1229,12,51,Sphere
12,1,1330,18,56,Sphere
13,1,846,26,61,Sphere
14,1,1165,28,66,Sphere
15,2,1106,32,71,Sphere
16,2,1095,42,76,Sphere
17,2,884,52,81,Sphere
18,2,867,54,86,Sphere
19,2,1383,58,91,Sphere
20,2,1375,64,96,Sphere
21,2,1208,68,101,Sphere
22,2,1009,79,106,Sphere
23,2,1090,85,111,Sphere
24,2,1198,102,116,Sphere
25,3,1478,119,121,Sphere
26,3,1386,139,126,Sphere
27,3,1134,158,131,Sphere
28,3,1155,195,136,Sphere
29,3,1200,225,141,Sphere
30,3,1207,268,146,Sphere
31,3,1131,304,151,Sphere
32,3,1487,366,156,Sphere
33,3,1383,412,161,Sphere
34,3,1261,463,166,Sphere
35,3,1202,521,171,Sphere
36,4,1301,591,176,Sphere
37,4,1549,664,181,Sphere
38,4,1517,771,186,Sphere
39,4,1507,852,191,Sphere
40,4,1200,929,196,Sphere
41,4,1326,1031,201,Sphere
42,4,1544,1126,206,Sphere
43,4,1334,1215,211,Sphere
44,4,1318,1312,216,Sphere
45,4,791,1405,221,Sphere
46,5,845,1518,226,Sphere
47,5,928,1612,231,Sphere
48,5,880,1700,236,Sphere
49,5,780,1791,241,Sphere
50,5,799,1861,246,Sphere
51,5,1008,1943,250,Sphere
52,5,711,2053,250,Sphere
53,5,512,2190,250,Sphere
54,5,1016,2267,250,Sphere
55,5,932,2377,250,Sphere
56,6,919,2486,250,Sphere
57,6,973,2643,250,Sphere
58,6,1080,2785,250,Sphere
59,6,952,2926,250,Sphere
60,6,1187,3023,250,Sphere
61,6,1010,3140,250,Sphere
62,6,1011,3285,250,Sphere
63,6,947,3402,250,Sphere
64,6,1129,3523,250,Sphere
65,6,1181,3655,250,Sphere
66,7,1229,3839,250,Sphere
67,7,1190,3986,250,Sphere
68,7,1123,4147,250,Sphere
69,7,986,4322,250,Sphere
70,7,1169,4469,250,Sphere
71,7,1301,4648,250,Sphere
72,7,1368,4787,250,Sphere
73,7,1394,4934,250,Sphere
74,7,1266,5059,250,Sphere
75,7,1287,5142,250,Sphere
76,8,976,5259,250,Sphere
77,8,1276,5373,250,Sphere
78,8,1457,5513,250,Sphere
79,8,1294,5592,250,Sphere
80,8,969,5698,250,Sphere
81,8,828,5811,250,Sphere
82,8,716,5894,250,Sphere
83,8,926,6013,250,Sphere
84,8,839,6121,250,Sphere
85,8,658,6236,250,Sphere
86,9,730,6333,250,Sphere
87,9,1080,6472,250,Sphere
88,9,978,6598,250,Sphere
89,9,916,6692,250,Sphere
90,9,977,6811,250,Sphere
91,9,982,6932,250,Sphere
92,9,286,7060,250,Sphere
93,9,1314,7150,250,Sphere
94,9,266,7284,250,Sphere
95,10,1018,7413,250,Sphere
96,10,1018,7536,250,Sphere
97,10,1112,7645,250,Sphere
98,10,964,7769,250,Sphere
99,10,1256,7883,250,Sphere
100,10,1317,8014,250,Sphere
