Frame,Time (s),FPS,Collisions,Active Objects,Collider Type
1,0,0,0,1,Capsule
2,0,807,2,6,Capsule
3,0,1795,2,11,Capsule
4,0,1626,2,16,Capsule
5,1,1385,2,21,Capsule
6,1,1848,4,26,Capsule
7,1,2041,6,31,Capsule
8,1,1343,6,36,Capsule
9,1,1567,8,41,Capsule
10,1,1363,12,46,Capsule
11,1,1267,12,51,Capsule
12,1,1841,16,56,Capsule
13,1,1805,24,61,Capsule
14,1,1189,26,66,Capsule
15,2,1038,30,71,Capsule
16,2,1002,42,76,Capsule
17,2,1151,50,81,Capsule
18,2,855,50,86,Capsule
19,2,1494,52,91,Capsule
20,2,1494,56,96,Capsule
21,2,1209,60,101,Capsule
22,2,1120,69,106,Capsule
23,2,1121,75,111,Capsule
24,2,1179,92,116,Capsule
25,3,1424,109,121,Capsule
26,3,1422,126,126,Capsule
27,3,1243,147,131,Capsule
28,3,1308,190,136,Capsule
29,3,1261,223,141,Capsule
30,3,1235,254,146,Capsule
31,3,1430,275,151,Capsule
32,3,1492,324,156,Capsule
33,3,1403,376,161,Capsule
34,3,1193,423,166,Capsule
35,3,1426,505,171,Capsule
36,4,1209,597,176,Capsule
37,4,1289,671,181,Capsule
38,4,1216,780,186,Capsule
39,4,1299,859,191,Capsule
40,4,1163,955,196,Capsule
41,4,1227,1057,201,Capsule
42,4,1358,1154,206,Capsule
43,4,1326,1238,211,Capsule
44,4,1208,1329,216,Capsule
45,4,844,1428,221,Capsule
46,5,807,1516,226,Capsule
47,5,986,1601,231,Capsule
48,5,1010,1673,236,Capsule
49,5,880,1764,241,Capsule
50,5,761,1865,246,Capsule
51,5,945,1958,251,Capsule
52,5,1086,2047,256,Capsule
53,5,1340,2198,261,Capsule
54,5,1050,2321,266,Capsule
55,5,1137,2456,271,Capsule
56,6,1023,2574,276,Capsule
57,6,1006,2701,281,Capsule
58,6,1007,2816,286,Capsule
59,6,247,2978,291,Capsule
60,6,1160,3086,296,Capsule
61,6,1009,3206,301,Capsule
62,6,1010,3363,306,Capsule
63,6,1018,3557,311,Capsule
64,6,1063,3713,316,Capsule
65,6,1159,3883,321,Capsule
66,7,1001,4057,326,Capsule
67,7,1268,4181,331,Capsule
68,7,1168,4340,336,Capsule
69,7,1129,4525,341,Capsule
70,7,1158,4687,346,Capsule
71,7,1060,4851,351,Capsule
72,7,1093,5021,356,Capsule
73,7,1208,5228,361,Capsule
74,7,1210,5387,366,Capsule
75,7,1195,5585,371,Capsule
76,8,1146,5765,376,Capsule
77,8,679,5921,381,Capsule
78,8,673,6087,386,Capsule
79,8,700,6296,391,Capsule
80,8,723,6508,396,Capsule
81,8,803,6740,401,Capsule
82,8,736,6944,406,Capsule
83,8,728,7140,411,Capsule
84,8,807,7384,416,Capsule
85,8,1140,7625,421,Capsule
86,9,1098,7821,426,Capsule
87,9,868,7995,431,Capsule
88,9,814,8185,436,Capsule
89,9,874,8418,441,Capsule
90,9,858,8659,446,Capsule
91,9,916,8908,451,Capsule
92,9,854,9187,456,Capsule
93,9,979,9450,461,Capsule
94,9,942,9680,466,Capsule
95,10,911,9923,471,Capsule
96,10,958,10213,476,Capsule
97,10,916,10431,481,Capsule
98,10,940,10690,486,Capsule
99,10,919,10917,491,Capsule
100,10,927,11195,496,Capsule
101,10,1015,11483,501,Capsule
102,10,876,11725,506,Capsule
103,10,932,12013,511,Capsule
104,10,980,12254,516,Capsule
105,11,977,12496,521,Capsule
106,11,1034,12751,526,Capsule
107,11,973,13067,531,Capsule
108,11,973,13337,536,Capsule
109,11,912,13608,541,Capsule
110,11,628,13895,546,Capsule
111,11,657,14176,551,Capsule
112,11,695,14447,556,Capsule
113,11,644,14761,561,Capsule
114,11,702,15008,566,Capsule
115,12,707,15280,571,Capsule
116,12,661,15509,576,Capsule
117,12,648,15798,581,Capsule
118,12,891,16082,586,Capsule
119,12,1005,16413,591,Capsule
120,12,936,16686,596,Capsule
121,12,873,16994,601,Capsule
122,12,896,17304,606,Capsule
123,12,804,17650,611,Capsule
124,12,782,17924,616,Capsule
125,13,894,18213,621,Capsule
126,13,706,18563,626,Capsule
127,13,781,18857,631,Capsule
128,13,859,19215,636,Capsule
129,13,823,19528,641,Capsule
130,13,857,19842,646,Capsule
131,13,819,20202,651,Capsule
132,13,863,20512,656,Capsule
133,13,890,20857,661,Capsule
134,13,821,21181,666,Capsule
135,14,862,21532,671,Capsule
136,14,826,21862,676,Capsule
137,14,772,22253,681,Capsule
138,14,853,22615,686,Capsule
139,14,873,23032,691,Capsule
140,14,869,23352,696,Capsule
141,14,776,23671,701,Capsule
142,14,800,24047,706,Capsule
143,14,569,24389,711,Capsule
144,14,656,24762,716,Capsule
145,15,611,25154,721,Capsule
146,15,789,25524,726,Capsule
147,15,603,25875,731,Capsule
148,15,743,26184,736,Capsule
149,15,575,26587,741,Capsule
150,15,605,27012,746,Capsule
151,15,602,27410,751,Capsule
152,15,745,27789,756,Capsule
153,15,715,28130,761,Capsule
154,15,760,28562,766,Capsule
155,16,711,28969,771,Capsule
156,16,733,29346,776,Capsule
157,16,751,29824,781,Capsule
158,16,722,30257,786,Capsule
159,16,804,30687,791,Capsule
160,16,737,31069,796,Capsule
161,16,691,31496,801,Capsule
162,16,771,31846,806,Capsule
163,16,753,32298,811,Capsule
164,16,689,32794,816,Capsule
165,17,679,33229,821,Capsule
166,17,704,33641,826,Capsule
167,17,695,34039,831,Capsule
168,17,698,34484,836,Capsule
169,17,655,34888,841,Capsule
170,17,684,35364,846,Capsule
171,17,693,35839,851,Capsule
172,17,707,36246,856,Capsule
173,17,671,36679,861,Capsule
174,17,517,37130,866,Capsule
175,18,655,37559,871,Capsule
176,18,550,38063,876,Capsule
177,18,689,38499,881,Capsule
178,18,653,38969,886,Capsule
179,18,503,39443,891,Capsule
180,18,525,39941,896,Capsule
181,18,625,40479,901,Capsule
182,18,498,40919,906,Capsule
183,18,507,41456,911,Capsule
184,18,640,42016,916,Capsule
185,19,542,42525,921,Capsule
186,19,664,42994,926,Capsule
187,19,623,43438,931,Capsule
188,19,633,43922,936,Capsule
189,19,642,44386,941,Capsule
190,19,608,44819,946,Capsule
191,19,655,45320,951,Capsule
192,19,632,45876,956,Capsule
193,19,644,46415,961,Capsule
194,19,600,46947,966,Capsule
195,20,617,47414,971,Capsule
196,20,602,47909,976,Capsule
197,20,632,48425,981,Capsule
198,20,619,48929,986,Capsule
199,20,641,49427,991,Capsule
200,20,608,49900,996,Capsule
201,20,618,50364,1001,Capsule
202,20,582,50866,1006,Capsule
203,20,562,51399,1011,Capsule
204,20,629,51930,1016,Capsule
205,21,617,52508,1021,Capsule
206,21,557,53058,1026,Capsule
207,21,593,53510,1031,Capsule
208,21,468,53989,1036,Capsule
209,21,569,54506,1041,Capsule
210,21,566,55091,1046,Capsule
211,21,577,55662,1051,Capsule
212,21,529,56266,1056,Capsule
213,21,508,56814,1061,Capsule
214,21,490,57320,1066,Capsule
215,22,534,57758,1071,Capsule
216,22,488,58294,1076,Capsule
217,22,491,58728,1081,Capsule
218,22,484,59183,1086,Capsule
219,22,534,59783,1091,Capsule
220,22,482,60388,1096,Capsule
221,22,580,60930,1101,Capsule
222,22,573,61459,1106,Capsule
223,22,568,62119,1111,Capsule
224,22,595,62652,1116,Capsule
225,23,548,63165,1121,Capsule
226,23,541,63790,1126,Capsule
227,23,488,64390,1131,Capsule
228,23,549,64950,1136,Capsule
229,23,471,65546,1141,Capsule
230,23,555,66219,1146,Capsule
231,23,561,66816,1151,Capsule
232,23,554,67405,1156,Capsule
233,23,538,67964,1161,Capsule
234,23,551,68533,1166,Capsule
235,24,513,69120,1171,Capsule
236,24,513,69719,1176,Capsule
237,24,553,70387,1181,Capsule
238,24,538,71091,1186,Capsule
239,24,518,71775,1191,Capsule
240,24,457,72462,1196,Capsule
241,24,474,73053,1201,Capsule
242,24,547,73647,1206,Capsule
243,24,455,74252,1211,Capsule
244,24,478,74975,1216,Capsule
245,25,510,75575,1221,Capsule
246,25,540,76210,1226,Capsule
247,25,415,76856,1231,Capsule
248,25,506,77490,1236,Capsule
249,25,502,78155,1241,Capsule
250,25,471,78786,1246,Capsule
251,25,510,79430,1251,Capsule
252,25,460,80061,1256,Capsule
253,25,485,80663,1261,Capsule
254,25,482,81230,1266,Capsule
255,26,518,81888,1271,Capsule
256,26,395,82501,1276,Capsule
257,26,452,83155,1281,Capsule
258,26,486,83764,1286,Capsule
259,26,506,84385,1291,Capsule
260,26,489,84995,1296,Capsule
261,26,500,85619,1301,Capsule
262,26,459,86276,1306,Capsule
263,26,498,86956,1311,Capsule
264,26,472,87701,1316,Capsule
265,27,441,88442,1321,Capsule
266,27,444,89162,1326,Capsule
267,27,443,89848,1331,Capsule
268,27,440,90532,1336,Capsule
269,27,429,91345,1341,Capsule
270,27,401,92031,1346,Capsule
271,27,455,92735,1351,Capsule
272,27,437,93440,1356,Capsule
273,27,403,94110,1361,Capsule
274,27,424,94851,1366,Capsule
275,28,390,95524,1371,Capsule
276,28,468,96194,1376,Capsule
277,28,463,96952,1381,Capsule
278,28,444,97566,1386,Capsule
279,28,379,98207,1391,Capsule
280,28,464,98916,1396,Capsule
281,28,437,99642,1401,Capsule
282,28,464,100422,1406,Capsule
283,28,407,101099,1411,Capsule
284,28,456,101839,1416,Capsule
285,29,450,102536,1421,Capsule
286,29,448,103267,1426,Capsule
287,29,452,104033,1431,Capsule
288,29,442,104772,1436,Capsule
289,29,448,105485,1441,Capsule
290,29,455,106257,1446,Capsule
291,29,451,106965,1451,Capsule
292,29,427,107718,1456,Capsule
293,29,442,108538,1461,Capsule
294,29,455,109234,1466,Capsule
295,30,450,109922,1471,Capsule
296,30,459,110589,1476,Capsule
297,30,408,111299,1481,Capsule
298,30,443,112100,1486,Capsule
299,30,445,112903,1491,Capsule
300,30,252,113645,1496,Capsule
301,30,439,114398,1501,Capsule
302,30,426,115179,1506,Capsule
303,30,433,115921,1511,Capsule
304,30,412,116636,1516,Capsule
305,31,405,117439,1521,Capsule
306,31,470,118243,1526,Capsule
307,31,422,119021,1531,Capsule
308,31,425,119906,1536,Capsule
309,31,444,120769,1541,Capsule
310,31,338,121606,1546,Capsule
311,31,400,122419,1551,Capsule
312,31,398,123136,1556,Capsule
313,31,404,123797,1561,Capsule
314,31,385,124523,1566,Capsule
315,32,416,125304,1571,Capsule
316,32,400,126105,1576,Capsule
317,32,414,126916,1581,Capsule
318,32,389,127721,1586,Capsule
319,32,394,128512,1591,Capsule
320,32,397,129285,1596,Capsule
321,32,398,130110,1601,Capsule
322,32,384,130911,1606,Capsule
323,32,399,131689,1611,Capsule
324,32,382,132585,1616,Capsule
325,33,402,133426,1621,Capsule
326,33,392,134290,1626,Capsule
327,33,388,135160,1631,Capsule
328,33,406,136049,1636,Capsule
329,33,379,136880,1641,Capsule
330,33,405,137713,1646,Capsule
331,33,381,138538,1651,Capsule
332,33,378,139308,1656,Capsule
333,33,383,140086,1661,Capsule
334,33,383,140876,1666,Capsule
335,34,382,141707,1671,Capsule
336,34,400,142581,1676,Capsule
337,34,392,143416,1681,Capsule
338,34,374,144209,1686,Capsule
339,34,388,145030,1691,Capsule
340,34,378,145914,1696,Capsule
341,34,390,146724,1701,Capsule
342,34,382,147509,1706,Capsule
343,34,375,148420,1711,Capsule
344,34,379,149224,1716,Capsule
345,35,375,150025,1721,Capsule
346,35,352,150889,1726,Capsule
347,35,387,151818,1731,Capsule
348,35,382,152649,1736,Capsule
349,35,385,153520,1741,Capsule
350,35,363,154321,1746,Capsule
351,35,359,155221,1751,Capsule
352,35,372,156129,1756,Capsule
353,35,378,157053,1761,Capsule
354,35,359,157985,1766,Capsule
355,36,361,158819,1771,Capsule
356,36,385,159677,1776,Capsule
357,36,388,160494,1781,Capsule
358,36,376,161392,1786,Capsule
359,36,372,162256,1791,Capsule
360,36,335,163097,1796,Capsule
361,36,358,163936,1801,Capsule
362,36,338,164834,1806,Capsule
363,36,368,165750,1811,Capsule
364,36,370,166681,1816,Capsule
365,37,333,167616,1821,Capsule
366,37,359,168537,1826,Capsule
367,37,341,169401,1831,Capsule
368,37,368,170283,1836,Capsule
369,37,369,171107,1841,Capsule
370,37,366,171973,1846,Capsule
371,37,386,172925,1851,Capsule
372,37,359,173820,1856,Capsule
373,37,343,174866,1861,Capsule
374,37,368,175744,1866,Capsule
375,38,362,176669,1871,Capsule
376,38,371,177558,1876,Capsule
377,38,320,178501,1881,Capsule
378,38,353,179406,1886,Capsule
379,38,356,180285,1891,Capsule
380,38,345,181158,1896,Capsule
381,38,359,182073,1901,Capsule
382,38,340,183037,1906,Capsule
383,38,365,184071,1911,Capsule
384,38,352,184969,1916,Capsule
385,38,349,185832,1921,Capsule
386,39,345,186743,1926,Capsule
387,39,347,187592,1931,Capsule
388,39,352,188479,1936,Capsule
389,39,348,189386,1941,Capsule
390,39,323,190292,1946,Capsule
391,39,348,191300,1951,Capsule
392,39,353,192301,1956,Capsule
393,39,335,193234,1961,Capsule
394,39,314,194149,1966,Capsule
395,39,326,195110,1971,Capsule
396,40,331,196160,1976,Capsule
397,40,329,197170,1981,Capsule
398,40,332,198163,1986,Capsule
399,40,341,199207,1991,Capsule
400,40,354,200300,1996,Capsule
401,40,296,201397,2001,Capsule
402,40,312,202463,2006,Capsule
403,40,319,203371,2011,Capsule
404,40,317,204371,2016,Capsule
405,40,314,205361,2021,Capsule
406,41,317,206277,2026,Capsule
407,41,282,207310,2031,Capsule
408,41,319,208317,2036,Capsule
409,41,316,209242,2041,Capsule
410,41,309,210261,2046,Capsule
411,41,323,211404,2051,Capsule
412,41,314,212441,2056,Capsule
413,41,275,213452,2061,Capsule
414,41,320,214509,2066,Capsule
415,41,318,215515,2071,Capsule
416,42,306,216508,2076,Capsule
417,42,305,217526,2081,Capsule
418,42,317,218523,2086,Capsule
419,42,288,219646,2091,Capsule
420,42,314,220758,2096,Capsule
421,42,274,221785,2101,Capsule
422,42,286,222685,2106,Capsule
423,42,332,223606,2111,Capsule
424,42,310,224639,2116,Capsule
425,42,321,225671,2121,Capsule
426,43,311,226697,2126,Capsule
427,43,307,227765,2131,Capsule
428,43,316,228918,2136,Capsule
429,43,309,229977,2141,Capsule
430,43,312,231012,2146,Capsule
431,43,314,231881,2151,Capsule
432,43,311,232854,2156,Capsule
433,43,311,233867,2161,Capsule
434,43,302,234883,2166,Capsule
435,43,318,235968,2171,Capsule
436,44,295,237062,2176,Capsule
437,44,306,238180,2181,Capsule
438,44,321,239303,2186,Capsule
439,44,305,240282,2191,Capsule
440,44,302,241302,2196,Capsule
441,44,285,242398,2201,Capsule
442,44,274,243332,2206,Capsule
443,44,288,244332,2211,Capsule
444,44,270,245436,2216,Capsule
445,44,299,246439,2221,Capsule
446,45,295,247670,2226,Capsule
447,45,280,248814,2231,Capsule
448,45,276,249844,2236,Capsule
449,45,292,250926,2241,Capsule
450,45,312,251918,2246,Capsule
451,45,282,253057,2251,Capsule
452,45,279,254156,2256,Capsule
453,45,276,255307,2261,Capsule
454,45,272,256533,2266,Capsule
455,45,257,257751,2271,Capsule
456,46,294,258878,2276,Capsule
457,46,287,259983,2281,Capsule
458,46,296,261035,2286,Capsule
459,46,273,262074,2291,Capsule
460,46,295,263136,2296,Capsule
461,46,275,264215,2301,Capsule
462,46,245,265293,2306,Capsule
463,46,260,266364,2311,Capsule
464,46,298,267528,2316,Capsule
465,46,240,268662,2321,Capsule
466,47,255,269697,2326,Capsule
467,47,243,270711,2331,Capsule
468,47,261,271790,2336,Capsule
469,47,265,272973,2341,Capsule
470,47,246,274094,2346,Capsule
471,47,271,275287,2351,Capsule
472,47,260,276364,2356,Capsule
473,47,249,277573,2361,Capsule
474,47,257,278691,2366,Capsule
475,47,252,279892,2371,Capsule
476,48,234,281005,2376,Capsule
477,48,212,282109,2381,Capsule
478,48,232,283164,2386,Capsule
479,48,259,284209,2391,Capsule
480,48,210,285341,2396,Capsule
481,48,254,286513,2401,Capsule
482,48,269,287583,2406,Capsule
483,48,246,288693,2411,Capsule
484,48,270,289811,2416,Capsule
485,48,245,291035,2421,Capsule
486,49,266,292217,2426,Capsule
487,49,205,293352,2431,Capsule
488,49,250,294549,2436,Capsule
489,49,257,295899,2441,Capsule
490,49,294,297155,2446,Capsule
491,49,247,298369,2451,Capsule
492,49,253,299605,2456,Capsule
493,49,253,300784,2461,Capsule
494,49,229,301867,2466,Capsule
495,49,226,303020,2471,Capsule
496,50,250,304146,2476,Capsule
497,50,273,305256,2481,Capsule
498,50,229,306443,2486,Capsule
499,50,217,307639,2491,Capsule
500,50,242,308804,2496,Capsule
501,50,233,309909,2501,Capsule
502,50,259,311062,2506,Capsule
503,50,261,312100,2511,Capsule
504,50,239,313200,2516,Capsule
505,50,255,314355,2521,Capsule
506,51,234,315571,2526,Capsule
507,51,221,316738,2531,Capsule
508,51,213,317904,2536,Capsule
509,51,246,319062,2541,Capsule
510,51,232,320220,2546,Capsule
511,51,223,321330,2551,Capsule
512,51,202,322533,2556,Capsule
513,51,226,323606,2561,Capsule
514,51,242,324712,2566,Capsule
515,51,205,325982,2571,Capsule
516,52,203,327156,2576,Capsule
517,52,216,328415,2581,Capsule
518,52,214,329575,2586,Capsule
519,52,265,330766,2591,Capsule
520,52,203,331948,2596,Capsule
521,52,230,333145,2601,Capsule
522,52,208,334346,2606,Capsule
523,52,221,335529,2611,Capsule
524,52,208,336703,2616,Capsule
525,52,213,337935,2621,Capsule
526,53,192,339101,2626,Capsule
527,53,245,340333,2631,Capsule
528,53,192,341467,2636,Capsule
529,53,231,342621,2641,Capsule
530,53,199,343904,2646,Capsule
531,53,190,345074,2651,Capsule
532,53,189,346319,2656,Capsule
533,53,243,347471,2661,Capsule
534,53,184,348719,2666,Capsule
535,53,205,349955,2671,Capsule
536,54,217,351224,2676,Capsule
537,54,193,352404,2681,Capsule
538,54,211,353674,2686,Capsule
539,54,196,354994,2691,Capsule
540,54,217,356165,2696,Capsule
541,54,190,357469,2701,Capsule
542,54,200,358749,2706,Capsule
543,54,186,360034,2711,Capsule
544,54,224,361318,2716,Capsule
545,54,181,362559,2721,Capsule
546,55,214,363839,2726,Capsule
547,55,218,365112,2731,Capsule
548,55,189,366345,2736,Capsule
549,55,193,367621,2741,Capsule
550,55,199,368869,2746,Capsule
551,55,189,370064,2751,Capsule
552,55,204,371332,2756,Capsule
553,55,188,372620,2761,Capsule
554,55,198,373978,2766,Capsule
555,55,227,375264,2771,Capsule
556,56,197,376616,2776,Capsule
557,56,229,377800,2781,Capsule
558,56,251,379082,2786,Capsule
559,56,205,380291,2791,Capsule
