Frame,Time (s),FPS,Collisions,Active Objects,Collider Type
1,0,0,0,1,Capsule
2,0,1362,2,6,Capsule
3,0,1674,2,11,Capsule
4,0,1394,2,16,Capsule
5,1,1436,2,21,Capsule
6,1,1414,4,26,Capsule
7,1,1351,6,31,Capsule
8,1,1630,6,36,Capsule
9,1,1393,8,41,Capsule
10,1,1567,12,46,Capsule
11,1,1520,12,51,Capsule
12,1,1736,16,56,Capsule
13,1,1838,24,61,Capsule
14,1,1007,26,66,Capsule
15,2,1157,30,71,Capsule
16,2,1199,42,76,Capsule
17,2,867,50,81,Capsule
18,2,1052,50,86,Capsule
19,2,1494,52,91,Capsule
20,2,1278,56,96,Capsule
21,2,1074,60,101,Capsule
22,2,1220,69,106,Capsule
23,2,1156,75,111,Capsule
24,2,1145,92,116,Capsule
25,3,1467,111,121,Capsule
26,3,1549,128,126,Capsule
27,3,1091,149,131,Capsule
28,3,1165,192,136,Capsule
29,3,1317,225,141,Capsule
30,3,1496,256,146,Capsule
31,3,1542,276,151,Capsule
32,3,1455,326,156,Capsule
33,3,1442,378,161,Capsule
34,3,1253,424,166,Capsule
35,3,1342,518,171,Capsule
36,4,1683,599,176,Capsule
37,4,1558,666,181,Capsule
38,4,1554,762,186,Capsule
39,4,1416,840,191,Capsule
40,4,1435,933,196,Capsule
41,4,1276,1045,201,Capsule
42,4,1356,1129,206,Capsule
43,4,1454,1224,211,Capsule
44,4,1358,1324,216,Capsule
45,4,1422,1447,221,Capsule
46,5,850,1557,226,Capsule
47,5,807,1653,231,Capsule
48,5,898,1748,236,Capsule
49,5,861,1849,241,Capsule
50,5,801,1925,246,Capsule
51,5,1015,2002,251,Capsule
52,5,1370,2106,256,Capsule
53,5,1329,2247,261,Capsule
54,5,1019,2372,266,Capsule
55,5,1014,2480,271,Capsule
56,6,896,2591,276,Capsule
57,6,1054,2729,281,Capsule
58,6,986,2862,286,Capsule
59,6,1105,3021,291,Capsule
60,6,1168,3128,296,Capsule
61,6,1194,3246,301,Capsule
62,6,1124,3378,306,Capsule
63,6,976,3554,311,Capsule
64,6,956,3709,316,Capsule
65,6,1091,3889,321,Capsule
66,7,1249,4060,326,Capsule
67,7,1178,4183,331,Capsule
68,7,994,4356,336,Capsule
69,7,1244,4529,341,Capsule
70,7,1213,4678,346,Capsule
71,7,1174,4839,351,Capsule
72,7,1109,5010,356,Capsule
73,7,1086,5203,361,Capsule
74,7,1135,5431,366,Capsule
75,7,1186,5602,371,Capsule
76,8,1211,5795,376,Capsule
77,8,1153,5974,381,Capsule
78,8,1192,6157,386,Capsule
79,8,862,6343,391,Capsule
80,8,723,6612,396,Capsule
81,8,637,6794,401,Capsule
82,8,986,7006,406,Capsule
83,8,950,7220,411,Capsule
84,8,735,7441,416,Capsule
85,8,708,7679,421,Capsule
86,9,1113,7951,426,Capsule
87,9,1114,8185,431,Capsule
88,9,822,8428,436,Capsule
89,9,816,8670,441,Capsule
90,9,838,8915,446,Capsule
91,9,857,9126,451,Capsule
92,9,859,9342,456,Capsule
93,9,986,9566,461,Capsule
94,9,913,9802,466,Capsule
95,10,885,10020,471,Capsule
96,10,930,10294,476,Capsule
97,10,985,10554,481,Capsule
98,10,976,10827,486,Capsule
99,10,995,11081,491,Capsule
100,10,989,11334,496,Capsule
101,10,990,11612,501,Capsule
102,10,993,11870,506,Capsule
103,10,1059,12125,511,Capsule
104,10,958,12438,516,Capsule
105,11,946,12717,521,Capsule
106,11,969,13006,526,Capsule
107,11,840,13291,531,Capsule
108,11,864,13531,536,Capsule
109,11,973,13832,541,Capsule
110,11,983,14087,546,Capsule
111,11,936,14348,551,Capsule
112,11,1021,14665,556,Capsule
113,11,1016,14926,561,Capsule
114,11,614,15169,566,Capsule
115,12,654,15439,571,Capsule
116,12,639,15759,576,Capsule
117,12,645,15994,581,Capsule
118,12,1091,16280,586,Capsule
119,12,975,16591,591,Capsule
120,12,874,16920,596,Capsule
121,12,929,17264,601,Capsule
122,12,727,17586,606,Capsule
123,12,757,17912,611,Capsule
124,12,871,18178,616,Capsule
125,13,838,18476,621,Capsule
126,13,742,18801,626,Capsule
127,13,887,19116,631,Capsule
128,13,866,19433,636,Capsule
129,13,751,19758,641,Capsule
130,13,851,20111,646,Capsule
131,13,888,20447,651,Capsule
132,13,949,20816,656,Capsule
133,13,892,21165,661,Capsule
134,13,921,21468,666,Capsule
135,14,782,21790,671,Capsule
136,14,792,22129,676,Capsule
137,14,856,22443,681,Capsule
138,14,869,22762,686,Capsule
139,14,851,23150,691,Capsule
140,14,820,23528,696,Capsule
141,14,783,23934,701,Capsule
142,14,644,24288,706,Capsule
143,14,583,24622,711,Capsule
144,14,596,24936,716,Capsule
145,15,789,25328,721,Capsule
146,15,667,25768,726,Capsule
147,15,670,26160,731,Capsule
148,15,558,26455,736,Capsule
149,15,652,26850,741,Capsule
150,15,600,27214,746,Capsule
151,15,736,27562,751,Capsule
152,15,715,27949,756,Capsule
153,15,753,28354,761,Capsule
154,15,752,28726,766,Capsule
155,16,645,29158,771,Capsule
156,16,726,29566,776,Capsule
157,16,702,30007,781,Capsule
158,16,737,30421,786,Capsule
159,16,747,30852,791,Capsule
160,16,731,31213,796,Capsule
161,16,651,31590,801,Capsule
162,16,674,32019,806,Capsule
163,16,674,32451,811,Capsule
164,16,710,32889,816,Capsule
165,17,695,33400,821,Capsule
166,17,717,33874,826,Capsule
167,17,705,34331,831,Capsule
168,17,723,34744,836,Capsule
169,17,712,35162,841,Capsule
